rank,hand,combos,equity_pct,std_error_pp,samples,rank_low,rank_high
50,K5s,4,19.48465,0.00058,2673357480,50,50
51,K9o,12,19.43525,0.00055,8020023875,51,51
52,A8o,12,19.22371,0.00097,8020111188,52,52
53,Q7s,4,19.06467,0.00086,2673405470,53,53
54,K4s,4,19.01362,0.00058,2673302671,54,54
55,87s,4,18.95281,0.00083,2673391818,55,55
56,Q9o,12,18.89153,0.00088,8020068486,56,56
57,T7s,4,18.88797,0.00099,2673383154,57,57
58,T9o,12,18.88185,0.00079,8020089893,58,58
59,97s,4,18.83747,0.00081,2673401391,59,59
60,J7s,4,18.81151,0.00084,2673407302,60,60
61,J9o,12,18.74122,0.00098,8020180291,61,61
62,K3s,4,18.59426,0.00075,2673364911,62,62
63,55,6,18.53246,0.00074,4010065989,63,63
64,Q6s,4,18.52004,0.00094,2673394645,64,64
65,A7o,12,18.29997,0.00089,8020154936,65,65
66,K2s,4,18.19515,0.00043,2673376054,66,66
67,A5o,12,18.0456,0.00067,8020077442,67,67
68,Q5s,4,18.01815,0.00081,2673386984,68,68
69,76s,4,17.89577,0.00068,2673446753,69,69
70,86s,4,17.64511,0.00071,2673408250,70,70
71,Q4s,4,17.56704,0.00072,2673332526,71,71
72,A4o,12,17.46848,0.00067,8019952001,72,72
73,A6o,12,17.42608,0.00098,8020154934,73,73
74,K8o,12,17.38778,0.00072,8020125817,74,74
75,96s,4,17.34168,0.00074,2673410003,75,75
76,T6s,4,17.33525,0.00094,2673395525,76,76
77,J6s,4,17.30649,0.00104,2673400884,77,77
78,44,6,17.26737,0.00089,4009969459,78,78
79,Q3s,4,17.16032,0.00087,2673413895,79,79
80,65s,4,17.04901,0.00064,2673390255,80,80
81,A3o,12,16.91935,0.00091,8020192737,81,81
82,T8o,12,16.8995,0.0007,8020095307,82,82
83,J5s,4,16.89094,0.00079,2673366410,83,83
84,Q8o,12,16.84794,0.00076,8020122627,84,84
85,Q2s,4,16.77342,0.00066,2673362685,85,85
86,J8o,12,16.72413,0.00103,8020166892,86,86
87,75s,4,16.69411,0.00081,2673413123,87,87
88,98o,12,16.64417,0.00069,8020161656,88,88
89,K7o,12,16.6082,0.00073,8020108949,89,89
90,54s,4,16.46964,0.00047,2673338127,90,90
91,J4s,4,16.45572,0.00076,2673361187,91,91
92,A2o,12,16.27992,0.00063,8020107663,92,92
93,85s,4,16.26064,0.00059,2673402051,93,94
94,33,6,16.25986,0.00067,4010172785,93,94
95,J3s,4,16.06135,0.00084,2673416650,95,95
96,T5s,4,15.9688,0.00073,2673395444,96,96
97,95s,4,15.91756,0.00076,2673354034,97,97
98,K6o,12,15.8813,0.00056,8020060645,98,98
99,64s,4,15.87143,0.00052,2673381618,99,99
100,J2s,4,15.68698,0.00096,2673365748,100,100
101,T4s,4,15.60349,0.00057,2673323245,101,101
102,22,6,15.48956,0.00061,4010062857,102,102
103,74s,4,15.34128,0.00078,2673375442,103,103
104,53s,4,15.3251,0.00053,2673418183,104,104
105,K5o,12,15.2914,0.00057,8020023328,105,105
106,87o,12,15.26412,0.00084,8020261756,106,106
107,T3s,4,15.21966,0.0008,2673395116,107,107
108,97o,12,15.08046,0.00082,8020200152,108,108
109,T7o,12,15.06227,0.00093,8020179511,109,109
110,Q7o,12,15.02903,0.00084,8020172290,110,110
111,84s,4,14.87932,0.00067,2673344126,111,112
112,J7o,12,14.87805,0.00088,8020182541,111,112
113,T2s,4,14.85695,0.00074,2673378193,113,113
114,K4o,12,14.76113,0.00061,8019953485,114,114
115,43s,4,14.73095,0.00046,2673367588,115,115
116,94s,4,14.61088,0.0007,2673345861,116,116
117,63s,4,14.55502,0.00062,2673418003,117,117
118,Q6o,12,14.4188,0.00098,8020147347,118,118
119,K3o,12,14.28893,0.00053,8020183347,119,119
120,93s,4,14.28658,0.00061,2673416845,120,120
121,76o,12,14.15263,0.00072,8020235515,121,121
122,52s,4,14.03087,0.00067,2673372609,122,122
123,73s,4,14.00379,0.00062,2673455212,123,123
124,92s,4,13.93289,0.0008,2673395375,124,124
125,Q5o,12,13.86014,0.00075,8020058538,125,125
126,K2o,12,13.84399,0.00041,8020108743,126,126
127,86o,12,13.83949,0.00081,8020215621,127,127
128,83s,4,13.62563,0.00067,2673453000,128,128
129,42s,4,13.61534,0.00038,2673375327,129,129
130,96o,12,13.45316,0.00061,8020171951,130,130
131,T6o,12,13.37351,0.00072,8020162826,131,131
132,Q4o,12,13.35014,0.00083,8019992568,132,132
133,82s,4,13.32714,0.00067,2673403722,133,133
134,65o,12,13.25789,0.00052,8020192728,134,134
135,62s,4,13.24687,0.00058,2673396185,135,135
136,J6o,12,13.24037,0.00086,8020258813,136,136
137,32s,4,13.05957,0.00047,2673426013,137,137
138,Q3o,12,12.89131,0.00087,8020208896,138,138
139,75o,12,12.84731,0.00076,8020171339,139,139
140,72s,4,12.78566,0.00066,2673433276,140,140
141,J5o,12,12.77239,0.0007,8020166231,141,141
142,54o,12,12.63523,0.0005,8020079560,142,142
143,Q2o,12,12.45985,0.00079,8020110071,143,143
144,85o,12,12.33695,0.00053,8020192628,144,144
145,J4o,12,12.27986,0.00065,8020071715,145,145
146,64o,12,11.9753,0.00034,8020107773,146,146
147,95o,12,11.90793,0.00056,8020145012,147,147
148,T5o,12,11.88999,0.0007,8020088774,148,148
149,J3o,12,11.83443,0.00081,8020283627,149,149
150,T4o,12,11.47137,0.00059,8019976349,150,150
151,J2o,12,11.41518,0.00077,8020179465,151,151
152,53o,12,11.39297,0.00057,8020280711,152,152
153,74o,12,11.37608,0.00062,8020141078,153,153
154,T3o,12,11.03665,0.0007,8020177524,154,154
155,84o,12,10.83465,0.00068,8020099970,155,155
156,43o,12,10.76134,0.0004,8020184650,156,156
157,T2o,12,10.62947,0.0007,8020137415,157,157
158,63o,12,10.54841,0.00045,8020306645,158,158
159,94o,12,10.48467,0.00047,8020021193,159,159
160,93o,12,10.11378,0.00055,8020274263,160,160
161,52o,12,9.99442,0.00061,8020164537,161,161
162,73o,12,9.92497,0.00068,8020336899,162,162
163,92o,12,9.71584,0.00066,8020194362,163,163
164,42o,12,9.55569,0.00031,8020064941,164,164
165,83o,12,9.47357,0.00054,8020292444,165,165
166,62o,12,9.13396,0.00048,8020195107,166,167
167,82o,12,9.13355,0.00072,8020160631,166,167
168,32o,12,8.95204,0.00039,8020269261,168,168
169,72o,12,8.60641,0.00052,8020276695,169,169
