rank,hand,combos,equity_pct,std_error_pp,samples,rank_low,rank_high
72,96s,4,13.61161,0.00056,2649241550,72,72
73,54s,4,13.49347,0.00066,2649295381,73,73
74,T6s,4,13.4886,0.00075,2649280287,74,74
75,33,6,13.47554,0.00074,3973945821,75,75
76,75s,4,13.42013,0.00075,2649323026,76,76
77,Q3s,4,13.40498,0.00077,2649242281,77,77
78,J6s,4,13.36608,0.0006,2649298223,78,78
79,22,6,13.21844,0.00058,3974020906,79,79
80,Q2s,4,13.16964,0.00052,2649307722,80,80
81,A5o,12,13.1152,0.0008,7947982245,81,81
82,A7o,12,13.09066,0.00084,7947944379,82,82
83,J5s,4,13.06047,0.00081,2649293620,83,83
84,64s,4,12.88852,0.00062,2649306364,84,84
85,85s,4,12.88119,0.00036,2649292451,85,85
86,J4s,4,12.78035,0.00042,2649274250,86,86
87,A4o,12,12.73161,0.00079,7947898417,87,87
88,53s,4,12.56825,0.00059,2649329445,88,88
89,J3s,4,12.53517,0.00067,2649284504,89,89
90,A6o,12,12.49775,0.00061,7947972989,90,90
91,T8o,12,12.48978,0.00057,7947805977,91,91
92,K8o,12,12.43054,0.00074,7947790458,92,92
93,95s,4,12.42337,0.00077,2649294403,93,93
94,T5s,4,12.39324,0.0007,2649339721,94,94
95,A3o,12,12.35735,0.00095,7947936656,95,95
96,98o,12,12.32706,0.0008,7947824825,96,96
97,J2s,4,12.30868,0.00057,2649329298,97,97
98,74s,4,12.27599,0.00051,2649282146,98,98
99,J8o,12,12.14467,0.0007,7947821031,99,99
100,T4s,4,12.12396,0.0007,2649286941,100,100
101,Q8o,12,12.08032,0.00061,7947713516,101,101
102,43s,4,12.06341,0.00061,2649287571,102,102
103,T3s,4,11.88482,0.00061,2649288055,103,103
104,A2o,12,11.86962,0.00073,7948039264,104,104
105,K7o,12,11.80446,0.00062,7947893953,105,105
106,63s,4,11.76605,0.0006,2649321641,106,106
107,84s,4,11.71319,0.00062,2649244235,107,107
108,T2s,4,11.66671,0.00061,2649301363,108,108
109,52s,4,11.46043,0.00053,2649361482,109,109
110,87o,12,11.40165,0.00063,7947869612,110,110
111,94s,4,11.36425,0.00075,2649289479,111,111
112,K6o,12,11.27807,0.0004,7947892008,112,112
113,42s,4,11.15849,0.0006,2649295970,113,113
114,73s,4,11.13585,0.00056,2649315852,114,114
115,93s,4,11.127,0.00058,2649261870,115,115
116,97o,12,11.10986,0.00059,7947864594,116,116
117,T7o,12,10.94987,0.00078,7947873187,117,117
118,92s,4,10.91232,0.00054,2649301397,118,118
119,K5o,12,10.87274,0.00058,7947954776,119,119
120,76o,12,10.70017,0.00054,7947963632,120,120
121,32s,4,10.69092,0.00069,2649300637,121,122
122,83s,4,10.69033,0.00066,2649287957,121,122
123,62s,4,10.64622,0.0005,2649309322,123,123
124,J7o,12,10.60982,0.0007,7947923969,124,124
125,Q7o,12,10.60712,0.00076,7947901730,125,125
126,K4o,12,10.5243,0.00049,7947839366,126,126
127,82s,4,10.47348,0.00047,2649311490,127,127
128,86o,12,10.29617,0.00047,7947749499,128,128
129,K3o,12,10.22848,0.00056,7947889976,129,129
130,65o,12,10.16754,0.00048,7947941494,130,130
131,72s,4,10.13812,0.00055,2649356740,131,131
132,Q6o,12,10.13613,0.00065,7947770978,132,132
133,K2o,12,9.95729,0.00049,7947949386,133,133
134,54o,12,9.81669,0.00058,7947924665,134,134
135,96o,12,9.77031,0.00045,7947808890,135,135
136,Q5o,12,9.76179,0.00061,7947825941,136,136
137,75o,12,9.68673,0.00048,7947988529,137,137
138,T6o,12,9.54785,0.00068,7947812713,138,138
139,Q4o,12,9.43041,0.00055,7947779407,139,139
140,J6o,12,9.29552,0.00056,7947881476,140,140
141,64o,12,9.14777,0.00069,7947883653,141,141
142,Q3o,12,9.14572,0.00065,7947763998,142,142
143,85o,12,9.05306,0.00047,7947885187,143,143
144,J5o,12,8.95134,0.00051,7947965492,144,144
145,Q2o,12,8.88494,0.00047,7947848597,145,145
146,53o,12,8.82338,0.00058,7948013838,146,146
147,J4o,12,8.63343,0.00044,7947888345,147,147
148,95o,12,8.487,0.00065,7947846273,148,148
149,74o,12,8.4529,0.00065,7947914705,149,149
150,T5o,12,8.3639,0.0006,7947904343,150,150
151,J3o,12,8.35731,0.0005,7947964427,151,151
152,43o,12,8.29279,0.00062,7947910560,152,152
153,J2o,12,8.10622,0.00055,7947931629,153,153
154,T4o,12,8.05682,0.00051,7947878053,154,154
155,63o,12,7.94186,0.00043,7947866878,155,155
156,84o,12,7.79318,0.00046,7947788281,156,156
157,T3o,12,7.78711,0.00059,7947858240,157,157
158,52o,12,7.63778,0.00051,7948015668,158,158
159,T2o,12,7.54345,0.00057,7947933976,159,159
160,94o,12,7.34253,0.00065,7947762292,160,160
161,42o,12,7.32567,0.00059,7947947103,161,161
162,73o,12,7.22643,0.00051,7947894826,162,162
163,93o,12,7.07363,0.00054,7947856398,163,163
164,92o,12,6.83353,0.00065,7947878243,164,164
165,32o,12,6.81908,0.00054,7947878267,165,165
166,62o,12,6.74276,0.00037,7947946893,166,166
167,83o,12,6.69143,0.00061,7947824766,167,167
168,82o,12,6.4479,0.00041,7947883232,168,168
169,72o,12,6.15694,0.00041,7948017905,169,169
