rank,hand,label,notation,combos,equity_pct,std_error_pp,samples,rank_low,rank_high
29,AdAcJdJc9h,AAJJ9 (ds),(AJ)(AJ)9,12,30.5533,0.00507,20228523,29,30
30,AdAcKdKc4h,AAKK4 (ds),(AK)(AK)4,12,30.54857,0.00689,20232411,29,31
31,AdAcJdJcTc,AAJJT (3s2),(AJT)(AJ),12,30.52069,0.01253,20231724,30,32
32,AdAcTdTc8h,AATT8 (ds),(AT)(AT)8,12,30.51869,0.01058,20221345,31,32
33,AdAcKhKc4d,AAKK4 (ds),(AK)(A4)K,24,30.45962,0.00801,40459339,33,34
34,AdAcJhJc9d,AAJJ9 (ds),(AJ)(A9)J,24,30.45483,0.00967,40452725,33,35
35,AdAcKcJhJd,AAKJJ (ds),(AK)(AJ)J,24,30.43106,0.01019,40467747,34,37
36,AdAcKhKcTh,AAKKT (ds),(AK)A(KT),24,30.40669,0.0119,40457899,35,37
37,AdAcTh9d9c,AAT99 (ds),(A9)(A9)T,12,30.38902,0.02139,20225445,35,39
38,AdAcThTc8d,AATT8 (ds),(AT)(A8)T,24,30.37802,0.0063,40454679,37,39
39,AdAcJcTdTc,AAJTT (3s2),(AJT)(AT),12,30.37608,0.01371,20224640,36,39
40,AdAcKdKc3h,AAKK3 (ds),(AK)(AK)3,12,30.33437,0.0152,20232600,40,42
41,AdAcKhKcJh,AAKKJ (ds),(AK)A(KJ),24,30.31296,0.00865,40463529,40,43
42,AdAcKhKcQh,AAKKQ (ds),(AK)A(KQ),24,30.30744,0.00994,40461893,40,43
43,AdAcQdQc9h,AAQQ9 (ds),(AQ)(AQ)9,12,30.29428,0.00922,20225737,41,43
44,AdAcTc9h9d,AAT99 (ds),(AT)(A9)9,24,30.25156,0.01213,40460182,44,46
45,AdAcKdKc9h,AAKK9 (ds),(AK)(AK)9,12,30.24399,0.01143,20225007,44,47
46,AdAcQdQcTc,AAQQT (3s2),(AQT)(AQ),12,30.22773,0.00955,20226557,44,49
47,AdAcQhQc9d,AAQQ9 (ds),(AQ)(A9)Q,24,30.21662,0.01198,40452048,45,52
48,AdAcKhKc3d,AAKK3 (ds),(AK)(A3)K,24,30.21026,0.01011,40471214,46,52
49,AdAcQdQcJc,AAQQJ (3s2),(AQJ)(AQ),12,30.20782,0.01555,20226310,45,55
50,AdAcKdKcTc,AAKKT (3s2),(AKT)(AK),12,30.19881,0.00969,20226928,47,55
51,AdAcKhTdTc,AAKTT (ds),(AT)(AT)K,12,30.19467,0.00903,20225755,47,55
52,AdAcJdJc8h,AAJJ8 (ds),(AJ)(AJ)8,12,30.18766,0.01163,20238134,47,56
53,AdAcKhKc9d,AAKK9 (ds),(AK)(A9)K,24,30.17323,0.00936,40461263,49,57
54,AdAcKdKc7h,AAKK7 (ds),(AK)(AK)7,12,30.16665,0.01836,20237443,49,58
55,AdAcKdKc6h,AAKK6 (ds),(AK)(AK)6,12,30.16442,0.01531,20231193,49,58
56,AdAcJhTc9d,AAJT9 (ds),(AT)(A9)J,24,30.15875,0.01495,40461066,52,59
57,AdAcJcTh9d,AAJT9 (ds),(AJ)(A9)T,24,30.14722,0.0134,40455004,53,59
58,AdAcJcTd9h,AAJT9 (ds),(AJ)(AT)9,24,30.13301,0.01412,40456282,54,59
59,AdAcKdKc8h,AAKK8 (ds),(AK)(AK)8,12,30.11988,0.01422,20229368,56,63
60,AdAcKhKc6d,AAKK6 (ds),(AK)(A6)K,24,30.09478,0.00697,40460442,59,66
61,AdAcKhKc7d,AAKK7 (ds),(AK)(A7)K,24,30.09471,0.00808,40470655,59,66
62,AdAcKdKcJc,AAKKJ (3s2),(AKJ)(AK),12,30.09291,0.01139,20232129,59,66
63,AdAcKdKc2h,AAKK2 (ds),(AK)(AK)2,12,30.08195,0.01661,20236096,59,70
64,AdAcKdKcQc,AAKKQ (3s2),(AKQ)(AK),12,30.07742,0.00717,20228406,60,66
65,AdAcJhJc8d,AAJJ8 (ds),(AJ)(A8)J,24,30.07435,0.01059,40469097,60,70
66,AdAcKhKc8d,AAKK8 (ds),(AK)(A8)K,24,30.07317,0.00901,40458134,60,70
67,AdAcKhQhQc,AAKQQ (ds),(AQ)A(KQ),24,30.04876,0.01084,40457332,65,72
68,AdAcQdQc5h,AAQQ5 (ds),(AQ)(AQ)5,12,30.04753,0.01352,20227169,63,73
69,AcKhKdQdQc,AKKQQ (ds),(AQ)(KQ)K,24,30.04602,0.01364,40450103,65,73
70,AdAcKhJcTd,AAKJT (ds),(AJ)(AT)K,24,30.04161,0.01496,40468856,65,73
71,AdAcQcJdJc,AAQJJ (3s2),(AQJ)(AJ),12,30.03134,0.00651,20228240,67,73
72,AcKdKcQhQd,AKKQQ (ds),(AK)(KQ)Q,24,30.03085,0.01171,40434983,67,73
73,AdAcQdQc8h,AAQQ8 (ds),(AQ)(AQ)8,12,30.00762,0.01745,20227278,68,77
74,AdAcKcJhTd,AAKJT (ds),(AK)(AT)J,24,29.99674,0.00974,40455443,73,77
75,AdAcKcThTd,AAKTT (ds),(AK)(AT)T,24,29.9953,0.00874,40449108,73,77
76,AdAcKcJdTh,AAKJT (ds),(AK)(AJ)T,24,29.9825,0.013,40459490,73,78
77,AdAcQhQc5d,AAQQ5 (ds),(AQ)(A5)Q,24,29.9709,0.01083,40455855,73,79
78,AdAcKhKc2d,AAKK2 (ds),(AK)(A2)K,24,29.95547,0.0085,40465684,76,79
79,AdAcQhQc8d,AAQQ8 (ds),(AQ)(A8)Q,24,29.94276,0.01125,40442471,77,79
80,AdAcQdQc4h,AAQQ4 (ds),(AQ)(AQ)4,12,29.89747,0.0175,20233544,80,80
81,AdAcTdTc7h,AATT7 (ds),(AT)(AT)7,12,29.83571,0.01778,20221435,81,83
82,AdAcKcQdQc,AAKQQ (3s2),(AKQ)(AQ),12,29.82648,0.01281,20225336,81,83
83,AdAcQhQc4d,AAQQ4 (ds),(AQ)(A4)Q,24,29.80594,0.0133,40457628,81,83
84,AdAcThTc7d,AATT7 (ds),(AT)(A7)T,24,29.71205,0.00873,40447590,84,85
85,AdAcQhQcTh,AAQQT (ds),(AQ)A(QT),24,29.69482,0.01497,40443855,84,87
86,AdAcQdQc3h,AAQQ3 (ds),(AQ)(AQ)3,12,29.67821,0.01207,20226992,85,88
87,AdAcQhQcJh,AAQQJ (ds),(AQ)A(QJ),24,29.67197,0.01368,40440208,85,88
88,AdAcTh8d8c,AAT88 (ds),(A8)(A8)T,12,29.65046,0.01225,20227307,86,88
89,AdAcJhTc8d,AAJT8 (ds),(AT)(A8)J,24,29.61874,0.00895,40463235,89,92
90,AdAcTdTc9c,AATT9 (3s2),(AT9)(AT),12,29.61003,0.01525,20222756,89,93
91,AdAcJcTd8h,AAJT8 (ds),(AJ)(AT)8,24,29.60146,0.01168,40463045,89,94
92,AdAcJcTh8d,AAJT8 (ds),(AJ)(A8)T,24,29.59884,0.01352,40464488,89,94
93,AdAcJdJc7h,AAJJ7 (ds),(AJ)(AJ)7,12,29.57135,0.01398,20235443,90,100
94,AdAcQhQc3d,AAQQ3 (ds),(AQ)(A3)Q,24,29.56456,0.01526,40446841,91,101
95,AdAcKhQcJd,AAKQJ (ds),(AQ)(AJ)K,24,29.5623,0.01177,40455999,93,101
96,AdAcKhKc5h,AAKK5 (ds),(AK)A(K5),24,29.56108,0.01029,40460176,93,100
97,AdAcQcTdTc,AAQTT (3s2),(AQT)(AT),12,29.55929,0.0113,20219164,93,101
98,AdAcJh9d9c,AAJ99 (ds),(A9)(A9)J,12,29.55838,0.01994,20234144,91,102
99,AdAcKcQhJd,AAKQJ (ds),(AK)(AJ)Q,24,29.54811,0.01009,40446834,93,102
100,AdAcJdJc5h,AAJJ5 (ds),(AJ)(AJ)5,12,29.54215,0.01358,20219203,93,102
101,AdAcTc8h8d,AAT88 (ds),(AT)(A8)8,24,29.53415,0.00807,40459079,97,102
102,AdAcKcQdJh,AAKQJ (ds),(AK)(AQ)J,24,29.51906,0.01491,40443859,98,103
103,AdAcQhJhJc,AAQJJ (ds),(AJ)A(QJ),24,29.49719,0.01011,40453551,102,104
104,AdAcQdQc6h,AAQQ6 (ds),(AQ)(AQ)6,12,29.47239,0.01034,20230135,103,108
105,AdAcKhQcTd,AAKQT (ds),(AQ)(AT)K,24,29.46352,0.00928,40457375,104,108
106,AdAcQdQc7h,AAQQ7 (ds),(AQ)(AQ)7,12,29.46078,0.01529,20230205,103,112
107,AdAcJhJc7d,AAJJ7 (ds),(AJ)(A7)J,24,29.45906,0.0085,40458857,104,111
108,AdAcKcQhTd,AAKQT (ds),(AK)(AT)Q,24,29.4581,0.00682,40435173,104,111
109,AdAcJhJc5d,AAJJ5 (ds),(AJ)(A5)J,24,29.43913,0.00711,40447263,106,115
110,AdAcQdQc2h,AAQQ2 (ds),(AQ)(AQ)2,12,29.43728,0.01031,20235766,105,116
111,AdAcQhTc9d,AAQT9 (ds),(AT)(A9)Q,24,29.43495,0.01054,40445729,106,116
112,AdAcKdKc5c,AAKK5 (3s2),(AK5)(AK),12,29.42655,0.00908,20231867,109,117
113,AdAcJdJc4h,AAJJ4 (ds),(AJ)(AJ)4,12,29.42302,0.01064,20229878,109,119
114,AdAcKhJhJc,AAKJJ (ds),(AJ)A(KJ),24,29.42052,0.00725,40468120,109,119
115,AdAcJhJcTh,AAJJT (ds),(AJ)A(JT),24,29.41255,0.01398,40455704,109,122
116,AdAcJc9h9d,AAJ99 (ds),(AJ)(A9)9,24,29.40791,0.01081,40448987,110,122
117,AdAcKcQdTh,AAKQT (ds),(AK)(AQ)T,24,29.40443,0.01082,40449663,112,122
118,AdAcQhQc6d,AAQQ6 (ds),(AQ)(A6)Q,24,29.4001,0.00771,40452657,113,122
119,AdAcQhQc7d,AAQQ7 (ds),(AQ)(A7)Q,24,29.39977,0.01432,40443758,111,123
120,AdAcKhKc4h,AAKK4 (ds),(AK)A(K4),24,29.39531,0.00562,40468067,115,123
121,AdAcQcTd9h,AAQT9 (ds),(AQ)(AT)9,24,29.39004,0.00818,40446710,115,123
122,AdAcQcTh9d,AAQT9 (ds),(AQ)(A9)T,24,29.38796,0.01053,40451650,115,123
123,AcKhKdJdJc,AKKJJ (ds),(AJ)(KJ)K,24,29.37921,0.00645,40466851,119,123
124,AcKdKcJhJd,AKKJJ (ds),(AK)(KJ)J,24,29.34978,0.00688,40457542,124,124
125,AdAcQhQc2d,AAQQ2 (ds),(AQ)(A2)Q,24,29.30876,0.0075,40449473,125,127
126,AdAcQcJdTd,AAQJT (3s2),(AQ)(AJT),12,29.28921,0.0143,20222363,125,132
127,AdAcQcJcTd,AAQJT (3s2),(AQJ)(AT),12,29.28646,0.0096,20227763,125,131
128,AdAcQcJdTc,AAQJT (3s2),(AQT)(AJ),12,29.28161,0.01038,20222830,126,132
129,AdAcJhJc4d,AAJJ4 (ds),(AJ)(A4)J,24,29.28083,0.0109,40455178,126,132
130,AdAcJhThTc,AAJTT (ds),(AT)A(JT),24,29.27616,0.01594,40455866,125,135
131,AdAcJdJc9c,AAJJ9 (3s2),(AJ9)(AJ),12,29.26116,0.01506,20228610,126,136
132,AdAcKdKc4c,AAKK4 (3s2),(AK4)(AK),12,29.25114,0.01391,20232510,128,138
133,AdAcTc9h8d,AAT98 (ds),(AT)(A8)9,24,29.24938,0.00893,40457712,130,138
134,AdAcTc9d8h,AAT98 (ds),(AT)(A9)8,24,29.24928,0.01306,40458741,128,138
135,AdAcTh9c8d,AAT98 (ds),(A9)(A8)T,24,29.24844,0.0144,40453201,128,138
136,AdAcKcJdJc,AAKJJ (3s2),(AKJ)(AJ),12,29.22558,0.0134,20229261,131,138
137,AdAcTdTc8c,AATT8 (3s2),(AT8)(AT),12,29.2236,0.01108,20220236,132,138
138,AdAcJdJc3h,AAJJ3 (ds),(AJ)(AJ)3,12,29.22083,0.0117,20229469,132,138
139,AdAcTdTc6h,AATT6 (ds),(AT)(AT)6,12,29.17747,0.01444,20224956,139,142
140,AdAcTdTc5h,AATT5 (ds),(AT)(AT)5,12,29.17414,0.01287,20223238,139,142
141,AcKhKdQhQd,AKKQQ (ds),A(KQ)(KQ),12,29.16601,0.01303,20221129,139,143
142,AdAcKhKc3h,AAKK3 (ds),(AK)A(K3),24,29.15224,0.00869,40467718,139,144
143,KdKcJdJcTh,KKJJT (ds),(KJ)(KJ)T,12,29.13401,0.01323,20232705,141,145
144,AdAcKhKc9h,AAKK9 (ds),(AK)A(K9),24,29.13333,0.00943,40453333,142,145
145,AdAcTc9d9c,AAT99 (3s2),(AT9)(A9),12,29.09188,0.02269,20229306,143,148
146,AdAcJhJc3d,AAJJ3 (ds),(AJ)(A3)J,24,29.06741,0.00877,40456929,145,149
147,AdAcThTc5d,AATT5 (ds),(AT)(A5)T,24,29.05027,0.00857,40448663,145,153
148,AdAcKhKc7h,AAKK7 (ds),(AK)A(K7),24,29.04187,0.01146,40469604,145,153
149,AdAcTdTc4h,AATT4 (ds),(AT)(AT)4,12,29.04106,0.01014,20223037,146,153
150,AdAcThTc6d,AATT6 (ds),(AT)(A6)T,24,29.03798,0.0079,40447486,147,153
151,AdAcKhKc6h,AAKK6 (ds),(AK)A(K6),24,29.03425,0.01027,40459088,147,155
152,KdKcQdQcJh,KKQQJ (ds),(KQ)(KQ)J,12,29.03171,0.01305,20228076,147,155
153,KdKcJhJcTd,KKJJT (ds),(KJ)(KT)J,24,29.0286,0.01104,40462773,147,155
154,AdAcQhThTc,AAQTT (ds),(AT)A(QT),24,29.00899,0.00966,40444007,151,159
155,AdAcKhThTc,AAKTT (ds),(AT)A(KT),24,29.00868,0.00884,40455857,151,159
156,AdAcQdQc9c,AAQQ9 (3s2),(AQ9)(AQ),12,28.99835,0.0087,20224220,154,162
157,AdAcKdKc3c,AAKK3 (3s2),(AK3)(AK),12,28.9982,0.00795,20242518,154,161
158,AdAcKhKc8h,AAKK8 (ds),(AK)A(K8),24,28.99411,0.00542,40464450,154,162
159,KdKcJhTdTc,KKJTT (ds),(KT)(KT)J,12,28.98054,0.01559,20227791,154,162
160,KdKcQdQcTh,KKQQT (ds),(KQ)(KQ)T,12,28.9744,0.01079,20215743,156,162
161,AdAcJdJc2h,AAJJ2 (ds),(AJ)(AJ)2,12,28.97213,0.01164,20232786,156,162
162,AdAcJdJc6h,AAJJ6 (ds),(AJ)(AJ)6,12,28.97048,0.01105,20228109,158,162
163,AdAcKdKc9c,AAKK9 (3s2),(AK9)(AK),12,28.93384,0.00928,20231146,163,166
164,AdAc9h8d8c,AA988 (ds),(A8)(A8)9,12,28.93033,0.0111,20230348,163,166
165,KdKcQhQcJd,KKQQJ (ds),(KQ)(KJ)Q,24,28.92629,0.01183,40453975,163,168
166,AdAcJdJc8c,AAJJ8 (3s2),(AJ8)(AJ),12,28.91677,0.00627,20233303,163,168
167,AcKhKdTdTc,AKKTT (ds),(AT)(KT)K,24,28.90519,0.00568,40440312,165,171
168,AdAcThTc4d,AATT4 (ds),(AT)(A4)T,24,28.89898,0.00941,40457515,165,176
169,AdAcJh8d8c,AAJ88 (ds),(A8)(A8)J,12,28.89447,0.00721,20236142,167,176
170,AdAcKhKc2h,AAKK2 (ds),(AK)A(K2),24,28.89373,0.00521,40466639,167,176
171,KdKcQhQcTd,KKQQT (ds),(KQ)(KT)Q,24,28.88542,0.00939,40438788,167,176
172,AdAcKdKc7c,AAKK7 (3s2),(AK7)(AK),12,28.88086,0.0098,20228978,168,177
173,AdAcQhTc8d,AAQT8 (ds),(AT)(A8)Q,24,28.8786,0.00837,40445412,168,177
174,AdAcKdKc6c,AAKK6 (3s2),(AK6)(AK),12,28.87813,0.01,20232957,168,178
175,AdAc9d9c8h,AA998 (ds),(A9)(A9)8,12,28.87668,0.01355,20229893,167,180
176,AdAcJhJc6d,AAJJ6 (ds),(AJ)(A6)J,24,28.87656,0.01008,40449003,168,178
177,AdAcKdKc8c,AAKK8 (3s2),(AK8)(AK),12,28.85932,0.00843,20232029,172,184
178,AcKdKcThTd,AKKTT (ds),(AK)(KT)T,24,28.85522,0.00776,40439488,174,184
179,KdKcJcThTd,KKJTT (ds),(KJ)(KT)T,24,28.84731,0.00843,40453095,177,187
180,AdAcTdTc3h,AATT3 (ds),(AT)(AT)3,12,28.84312,0.011,20225352,177,191
181,AdAcQcTd8h,AAQT8 (ds),(AQ)(AT)8,24,28.83732,0.00922,40453128,177,191
182,AdAcJcTd9d,AAJT9 (3s2),(AJ)(AT9),12,28.83549,0.01381,20226182,177,191
183,AdAcKhJhTc,AAKJT (ds),(AT)A(KJ),24,28.83485,0.0133,40454572,177,191
184,AdAcKhJcTh,AAKJT (ds),(AJ)A(KT),24,28.83309,0.01572,40458425,177,192
185,AdAcKhTc9d,AAKT9 (ds),(AT)(A9)K,24,28.82682,0.01176,40459601,179,192
186,AdAcQcTh8d,AAQT8 (ds),(AQ)(A8)T,24,28.82388,0.01244,40457154,179,192
187,AdAcQhJc9d,AAQJ9 (ds),(AJ)(A9)Q,24,28.82033,0.01079,40448924,179,193
188,AdAcKcTdTc,AAKTT (3s2),(AKT)(AT),12,28.81926,0.01097,20220945,180,195
189,AdAcJcTc9d,AAJT9 (3s2),(AJT)(A9),12,28.81682,0.01088,20225171,180,195
190,KdKcQhJdJc,KKQJJ (ds),(KJ)(KJ)Q,12,28.81494,0.01498,20224148,179,196
191,AdAcJcTd9c,AAJT9 (3s2),(AJ9)(AT),12,28.81407,0.01365,20235246,180,196
192,AcKdKcQdQc,AKKQQ (3s2),(AKQ)(KQ),12,28.80142,0.00944,20225130,184,196
193,AdAcJhJc2d,AAJJ2 (ds),(AJ)(A2)J,24,28.79399,0.00788,40460133,187,197
194,AdAc9c8h8d,AA988 (ds),(A9)(A8)8,24,28.79266,0.00757,40454883,188,197
195,AdAcQdQc5c,AAQQ5 (3s2),(AQ5)(AQ),12,28.78914,0.01368,20229479,186,200
196,AdAcQcJh9d,AAQJ9 (ds),(AQ)(A9)J,24,28.77984,0.013,40459254,190,204
197,AdAcQcJd9h,AAQJ9 (ds),(AQ)(AJ)9,24,28.77048,0.01055,40447510,193,205
198,AdAcKcTh9d,AAKT9 (ds),(AK)(A9)T,24,28.76857,0.00682,40458400,195,205
199,AdAcQh9d9c,AAQ99 (ds),(A9)(A9)Q,12,28.76096,0.01498,20226701,193,206
200,AdAcKcTd9h,AAKT9 (ds),(AK)(AT)9,24,28.75805,0.00855,40450846,195,205
201,AdAc9h9c8d,AA998 (ds),(A9)(A8)9,24,28.75462,0.0103,40457484,196,205
202,AdAcJhTc7d,AAJT7 (ds),(AT)(A7)J,24,28.75431,0.01226,40449435,195,209
203,AdAcQhJhTc,AAQJT (ds),(AT)A(QJ),24,28.75168,0.0125,40445379,196,209
204,AdAcJc8h8d,AAJ88 (ds),(AJ)(A8)8,24,28.75134,0.0081,40465130,196,205
205,AdAcQdQc8c,AAQQ8 (3s2),(AQ8)(AQ),12,28.74286,0.01106,20227060,197,209
206,AdAcJcTh7d,AAJT7 (ds),(AJ)(A7)T,24,28.72926,0.00673,40450620,205,209
207,AdAcJcTd7h,AAJT7 (ds),(AJ)(AT)7,24,28.72396,0.01008,40459838,205,209
208,AdAcQhJcTh,AAQJT (ds),(AJ)A(QT),24,28.72323,0.0141,40445464,201,209
209,AdAcKdKc2c,AAKK2 (3s2),(AK2)(AK),12,28.72189,0.01336,20229576,201,209
210,KdKcQcJhJd,KKQJJ (ds),(KQ)(KJ)J,24,28.66997,0.01199,40459784,210,211
211,AdAcThTc3d,AATT3 (ds),(AT)(A3)T,24,28.66706,0.00896,40450412,210,211
212,AdAcKcJdTd,AAKJT (3s2),(AK)(AJT),12,28.62343,0.01568,20222468,212,216
213,AdAcKcJdTc,AAKJT (3s2),(AKT)(AJ),12,28.61811,0.01611,20229788,212,217
214,AdAcTdTc2h,AATT2 (ds),(AT)(AT)2,12,28.61065,0.01457,20223231,212,217
215,AdAcQdQc4c,AAQQ4 (3s2),(AQ4)(AQ),12,28.60702,0.01266,20228971,212,217
216,AdAcKcJcTd,AAKJT (3s2),(AKJ)(AT),12,28.60006,0.01051,20227559,212,217
217,AdAcQc9h9d,AAQ99 (ds),(AQ)(A9)9,24,28.58099,0.01304,40452187,213,220
218,KdKcTdTc9h,KKTT9 (ds),(KT)(KT)9,12,28.56398,0.01015,20223609,217,220
219,AdAcTdTc7c,AATT7 (3s2),(AT7)(AT),12,28.56227,0.01662,20217665,216,220
220,AdAcTh7d7c,AAT77 (ds),(A7)(A7)T,12,28.56195,0.00897,20226308,217,220
221,AcKdKcJhTd,AKKJT (ds),(AK)(KT)J,24,28.49048,0.00612,40450093,221,224
222,AcKhKdJhJd,AKKJJ (ds),A(KJ)(KJ),12,28.48296,0.01308,20226572,221,225
223,AcKdKcJdTh,AKKJT (ds),(AK)(KJ)T,24,28.47903,0.00615,40454920,221,224
224,AcQhQdJdJc,AQQJJ (ds),(AJ)(QJ)Q,24,28.46445,0.01195,40449883,221,234
225,AdAcJh9c8d,AAJ98 (ds),(A9)(A8)J,24,28.45855,0.00757,40466939,224,234
226,AdAcTc8h7d,AAT87 (ds),(AT)(A7)8,24,28.45172,0.00849,40454306,224,238
227,AdAcTh8c7d,AAT87 (ds),(A8)(A7)T,24,28.45004,0.00535,40448376,224,238
228,KdKcThTc9d,KKTT9 (ds),(KT)(K9)T,24,28.44802,0.01275,40443063,224,239
229,AdAcTh9c7d,AAT97 (ds),(A9)(A7)T,24,28.44471,0.01213,40455654,224,239
230,AdAcTc9h7d,AAT97 (ds),(AT)(A7)9,24,28.43992,0.00918,40459019,224,239
231,AdAc8d8c7h,AA887 (ds),(A8)(A8)7,12,28.43939,0.01489,20232931,224,240
232,AdAcThTc2d,AATT2 (ds),(AT)(A2)T,24,28.43673,0.01098,40457560,224,239
233,AdAcTc8d7h,AAT87 (ds),(AT)(A8)7,24,28.43581,0.01071,40457230,224,239
234,AdAcQhQc9h,AAQQ9 (ds),(AQ)A(Q9),24,28.43561,0.00869,40443530,224,239
235,AdAcJc9d8h,AAJ98 (ds),(AJ)(A9)8,24,28.43498,0.00735,40458278,226,239
236,AdAcTc9d7h,AAT97 (ds),(AT)(A9)7,24,28.43291,0.01271,40470887,224,241
237,AdAcJc9h8d,AAJ98 (ds),(AJ)(A8)9,24,28.42764,0.01127,40460698,226,241
238,AcQdQcJhJd,AQQJJ (ds),(AQ)(QJ)J,24,28.42706,0.01099,40438736,226,241
239,AdAcTc7h7d,AAT77 (ds),(AT)(A7)7,24,28.41206,0.0142,40461089,228,244
240,AcKhKdJdTc,AKKJT (ds),(AT)(KJ)K,24,28.40804,0.00564,40456142,236,242
241,AcKhKdJcTd,AKKJT (ds),(AJ)(KT)K,24,28.40185,0.00896,40461608,236,244
242,AdAcJhTc5d,AAJT5 (ds),(AT)(A5)J,24,28.3876,0.01138,40441646,239,248
243,AdAcTc8d8c,AAT88 (3s2),(AT8)(A8),12,28.38144,0.00894,20223876,241,248
244,AdAcKhQhJc,AAKQJ (ds),(AJ)A(KQ),24,28.37775,0.01208,40462411,241,248
245,AdAcJcTh5d,AAJT5 (ds),(AJ)(A5)T,24,28.36545,0.01258,40448176,242,248
246,AdAcQdQc3c,AAQQ3 (3s2),(AQ3)(AQ),12,28.3649,0.01421,20228454,242,248
247,AdAcKhQcJh,AAKQJ (ds),(AQ)A(KJ),24,28.36339,0.01464,40451279,242,248
248,AdAcJcTd5h,AAJT5 (ds),(AJ)(AT)5,24,28.36077,0.01108,40442848,242,248
249,AdAcJcTd8d,AAJT8 (3s2),(AJ)(AT8),12,28.31232,0.0095,20227544,249,255
250,AdAcQhJc8d,AAQJ8 (ds),(AJ)(A8)Q,24,28.30902,0.01298,40452710,249,257
251,AdAc8h8c7d,AA887 (ds),(A8)(A7)8,24,28.30665,0.00905,40459008,249,255
252,AdAcJdJc7c,AAJJ7 (3s2),(AJ7)(AJ),12,28.30178,0.01491,20235655,249,260
253,AdAcJcTd8c,AAJT8 (3s2),(AJ8)(AT),12,28.29384,0.0053,20232600,249,259
254,AdAcJdJc5c,AAJJ5 (3s2),(AJ5)(AJ),12,28.2932,0.00608,20231375,249,259
255,AdAc9d9c7h,AA997 (ds),(A9)(A9)7,12,28.28799,0.01528,20242571,249,261
256,AdAcKhQhTc,AAKQT (ds),(AT)A(KQ),24,28.28385,0.00693,40458240,252,260
257,AdAcJcTc8d,AAJT8 (3s2),(AJT)(A8),12,28.2744,0.01207,20233061,252,265
258,AdAcQcJh8d,AAQJ8 (ds),(AQ)(A8)J,24,28.27222,0.01011,40456223,252,265
259,AdAcKhQcTh,AAKQT (ds),(AQ)A(KT),24,28.27072,0.01142,40453696,252,265
260,AdAcQh8d8c,AAQ88 (ds),(A8)(A8)Q,12,28.26349,0.01263,20222518,255,265
