rank,hand,combos,equity_pct,std_error_pp,samples,rank_low,rank_high
47,A2s,4,38.76505,0.00137,2718507327,47,47
48,T9s,4,38.7453,0.0013,2718554394,48,48
49,Q8s,4,38.5364,0.00129,2718566122,49,49
50,K6s,4,38.27988,0.00164,2718521725,50,50
51,A5o,12,38.19067,0.0016,8155608996,51,51
52,A6o,12,37.907,0.00152,8155591447,52,52
53,Q9o,12,37.54354,0.00124,8155699948,53,53
54,K5s,4,37.39547,0.00129,2718526648,54,55
55,J8s,4,37.39435,0.00121,2718549985,54,55
56,A4o,12,37.18922,0.00145,8155603110,56,56
57,K8o,12,36.93798,0.00173,8155610545,57,57
58,44,6,36.75729,0.00152,4077816218,58,58
59,T8s,4,36.67558,0.00138,2718554972,59,59
60,K4s,4,36.51974,0.00142,2718529084,60,60
61,Q7s,4,36.46824,0.00134,2718514991,61,61
62,J9o,12,36.3629,0.00127,8155636554,62,62
63,A3o,12,36.25147,0.00152,8155603664,63,63
64,98s,4,35.97616,0.00108,2718559906,64,65
65,K7o,12,35.97422,0.00141,8155462547,64,65
66,Q6s,4,35.71702,0.00137,2718545957,66,66
67,K3s,4,35.70797,0.00146,2718533974,67,67
68,T9o,12,35.64646,0.0013,8155683942,68,68
69,J7s,4,35.34939,0.00136,2718498208,69,69
70,Q8o,12,35.28004,0.00137,8155679546,70,70
71,A2o,12,35.26043,0.00141,8155551569,71,71
72,K6o,12,34.9028,0.00167,8155575291,72,72
73,K2s,4,34.89458,0.0015,2718532798,73,73
74,Q5s,4,34.85539,0.00151,2718551290,74,74
75,T7s,4,34.65402,0.00138,2718521156,75,75
76,J8o,12,34.12733,0.00124,8155637001,76,76
77,97s,4,34.07283,0.00116,2718515494,77,77
78,Q4s,4,34.00645,0.00133,2718540874,78,78
79,K5o,12,33.94537,0.0013,8155593564,79,79
80,87s,4,33.78995,0.00166,2718521259,80,80
81,33,6,33.62074,0.00182,4077818923,81,81
82,T8o,12,33.42024,0.00146,8155663305,82,82
83,J6s,4,33.37103,0.0013,2718533213,83,83
84,Q3s,4,33.21094,0.00122,2718557769,84,84
85,Q7o,12,33.0563,0.00138,8155563912,85,85
86,K4o,12,32.98266,0.00153,8155615845,86,86
87,J5s,4,32.73576,0.0013,2718541664,87,87
88,98o,12,32.71099,0.00105,8155680099,88,88
89,T6s,4,32.68375,0.00113,2718553707,89,89
90,Q2s,4,32.41237,0.00128,2718530300,90,90
91,Q6o,12,32.24045,0.00142,8155641408,91,91
92,96s,4,32.14616,0.00117,2718534481,92,92
93,K3o,12,32.08984,0.00144,8155624931,93,93
94,86s,4,31.95127,0.00107,2718540225,94,94
95,J7o,12,31.92865,0.00138,8155524679,95,95
96,76s,4,31.91374,0.00124,2718485313,96,97
97,J4s,4,31.91087,0.00134,2718545091,96,97
98,Q5o,12,31.30737,0.00146,8155671878,98,98
99,T7o,12,31.24518,0.00136,8155538192,99,99
100,K2o,12,31.19553,0.0014,8155547574,100,100
101,J3s,4,31.13108,0.00126,2718542716,101,101
102,T5s,4,30.78056,0.00148,2718562870,102,102
103,97o,12,30.66445,0.0011,8155527591,103,103
104,22,6,30.65476,0.00145,4077771513,104,104
105,87o,12,30.39846,0.00166,8155544402,105,105
106,Q4o,12,30.37442,0.00125,8155662986,106,106
107,J2s,4,30.34785,0.00128,2718527311,107,107
108,65s,4,30.26476,0.00109,2718530767,108,108
109,95s,4,30.24128,0.00119,2718557353,109,109
110,T4s,4,30.18765,0.00131,2718539893,110,110
111,75s,4,30.12142,0.00097,2718498686,111,111
112,85s,4,30.07685,0.00135,2718549956,112,112
113,J6o,12,29.80142,0.00139,8155592243,113,113
114,Q3o,12,29.49904,0.00119,8155665285,114,114
115,T3s,4,29.42138,0.0014,2718549495,115,115
116,T6o,12,29.12691,0.00114,8155598949,116,116
117,J5o,12,29.11183,0.00139,8155616533,117,117
118,54s,4,29.0205,0.00107,2718540460,118,118
119,T2s,4,28.65149,0.00145,2718533086,119,119
120,Q2o,12,28.62138,0.00137,8155600895,120,120
121,96o,12,28.59339,0.00129,8155646292,121,121
122,64s,4,28.49938,0.00104,2718524682,122,122
123,86o,12,28.42244,0.00108,8155662958,123,123
124,76o,12,28.41161,0.00118,8155486138,124,124
125,94s,4,28.36515,0.00121,2718561940,125,125
126,74s,4,28.26398,0.00126,2718505736,126,126
127,J4o,12,28.20457,0.00134,8155591335,127,127
128,84s,4,28.19245,0.00125,2718550924,128,128
129,93s,4,27.82206,0.00124,2718540151,129,129
130,J3o,12,27.3463,0.00128,8155618095,130,130
131,53s,4,27.27921,0.0008,2718555018,131,131
132,T5o,12,27.08345,0.00143,8155646624,132,132
133,92s,4,27.06632,0.00104,2718538380,133,133
134,65o,12,26.6638,0.00105,8155600461,134,135
135,63s,4,26.663,0.00125,2718539791,134,135
136,95o,12,26.547,0.00117,8155651550,136,136
137,75o,12,26.48764,0.00099,8155513793,137,138
138,J2o,12,26.48557,0.00139,8155573650,137,138
139,43s,4,26.42654,0.00096,2718556092,139,140
140,T4o,12,26.42522,0.0013,8155647646,139,140
141,85o,12,26.40904,0.00136,8155625941,141,142
142,73s,4,26.40836,0.00115,2718527952,141,142
143,83s,4,26.35283,0.00123,2718544009,143,143
144,82s,4,25.81912,0.00112,2718526122,144,144
145,T3o,12,25.58183,0.00142,8155655484,145,145
146,52s,4,25.4448,0.0007,2718528960,146,146
147,54o,12,25.33486,0.00104,8155619272,147,147
148,62s,4,24.80902,0.00097,2718513909,148,148
149,64o,12,24.75572,0.00101,8155596655,149,149
150,T2o,12,24.73565,0.00135,8155610739,150,150
151,42s,4,24.67941,0.00088,2718526141,151,151
152,72s,4,24.57236,0.00091,2718486090,152,152
153,94o,12,24.51887,0.00123,8155645263,153,153
154,74o,12,24.47958,0.00115,8155548100,154,154
155,84o,12,24.37237,0.00125,8155655590,155,155
156,93o,12,23.91531,0.00116,8155689298,156,156
157,32s,4,23.83618,0.00089,2718525081,157,157
158,53o,12,23.45261,0.00076,8155658162,158,158
159,92o,12,23.08448,0.00106,8155614938,159,159
160,63o,12,22.77121,0.0011,8155613785,160,160
161,43o,12,22.54549,0.00079,8155622424,161,161
162,73o,12,22.4743,0.00115,8155521251,162,162
163,83o,12,22.38504,0.00108,8155663034,163,163
164,82o,12,21.79159,0.00121,8155588958,164,164
165,52o,12,21.4721,0.00074,8155586745,165,165
166,62o,12,20.76924,0.00099,8155571089,166,166
167,42o,12,20.65923,0.00082,8155573346,167,167
168,72o,12,20.49246,0.00087,8155485624,168,168
169,32o,12,19.75624,0.0008,8155588954,169,169
