rank,hand,label,notation,combos,equity_pct,hi_equity_pct,lo_equity_pct,hi_win_pct,hi_tie_pct,lo_win_pct,lo_tie_pct,hi_numerator,lo_numerator,denominator,hi_win_count,hi_tie_count,lo_win_count,lo_tie_count,deals,rank_low,rank_high
4148,AcTd9h7c,AT97 (ss),(A7)T9,24,53.589643,41.80433,11.785313,53.975781,2.02101,22.685648,1.769955,8480544200016,2390801814528,20286281917440,2737419761928,102496947720,1150518641664,89764531200,5071570479360,4148,4148
4149,Ac9h9d7d,A997 (ss),A(97)9,24,53.589265,41.803952,11.785313,55.465448,0.672928,22.685648,1.769955,8480467614600,2390801814528,20286281917440,2812969297704,34127999256,1150518641664,89764531200,5071570479360,4149,4149
4150,Kc6d5d3c,K653 (ds),(K3)(65),12,53.58163,34.926231,18.655399,49.271226,1.456586,36.102618,2.416359,3542616833124,1892243416992,10143140958720,1249412464392,36935893104,915484865376,61273686240,2535785239680,4150,4150
4151,AcQc9d7h,AQ97 (ss),(AQ)97,24,53.581539,41.796226,11.785313,53.722315,2.02766,22.685648,1.769955,8478900184344,2390801814528,20286281917440,2724565054128,102834215448,1150518641664,89764531200,5071570479360,4151,4151
4152,AcKc9d7c,AK97 (3s),(AK7)9,12,53.581349,41.796036,11.785313,53.5096,2.11922,22.685648,1.769955,4239430859028,1195400907264,10143140958720,1356888541500,53738873112,575259320832,44882265600,2535785239680,4152,4152
4153,Ac9d3d2d,A932 (3s),A(932),12,53.580419,30.337263,23.243155,41.926985,1.413299,44.990716,2.991189,3077151386592,2357586014688,10143140958720,1063178287860,35838219216,1140867945504,75850123680,2535785239680,4153,4153
4154,AcQc9c4c,AQ94 (m),(AQ94),4,53.574248,38.695183,14.879065,49.23209,1.895902,28.617869,2.28052,1308302330592,503068169984,3381046986240,416140024752,16025334480,241895901952,19276366080,845261746560,4154,4154
4155,Kc6d5c3d,K653 (ds),(K5)(63),12,53.569647,34.914248,18.655399,49.250337,1.456582,36.102618,2.416359,3541401431616,1892243416992,10143140958720,1248882771396,36935793180,915484865376,61273686240,2535785239680,4155,4155
4156,Ac8d6d3h,A863 (ss),A(86)3,24,53.566956,32.043812,21.523144,46.334124,1.618649,41.725307,2.641962,6500498035512,4366245638400,20286281917440,2349867771048,82090908744,2116128329760,133988978880,5071570479360,4156,4156
4157,AcQd9h7c,AQ97 (ss),(A7)Q9,24,53.566784,41.781471,11.785313,53.582014,2.03135,22.685648,1.769955,8475906953352,2390801814528,20286281917440,2717449591128,103021332552,1150518641664,89764531200,5071570479360,4157,4157
4158,JdJc7h3c,JJ73 (ss),(J3)J7,24,53.56585,42.535288,11.030562,55.791583,0.577526,21.176146,1.769955,8628828479040,2237690889216,20286281917440,2829509459472,29289633552,1073963179008,89764531200,5071570479360,4158,4158
4159,AcKcJd8h,AKJ8 (ss),(AK)J8,24,53.565562,43.985244,9.580318,55.220832,2.051795,18.466691,1.38789,8922970667496,1943490341376,20286281917440,2800563428328,104058253608,936551255040,70387831296,5071570479360,4159,4159
4160,AcKd4s4h,AK44 (r),AK44,12,53.565186,38.27322,15.291966,48.92091,1.129632,29.783618,1.600629,3882106625676,1551085681920,10143140958720,1240529223852,28645032000,755248579584,40588522752,2535785239680,4160,4160
4161,Ac9d7d6d,A976 (3s),A(976),12,53.559371,35.826689,17.732683,50.087495,1.908516,34.320617,2.289497,3633951551256,1798650994656,10143140958720,1270111294224,48395867292,870297127584,58056739488,2535785239680,4161,4161
4162,JdJc7c3h,JJ73 (ss),(J7)J3,24,53.556399,42.525837,11.030562,55.779819,0.577266,21.176146,1.769955,8626911278808,2237690889216,20286281917440,2828912820192,29276471760,1073963179008,89764531200,5071570479360,4162,4162
4163,Kc6c5d3d,K653 (ds),(K6)(53),12,53.55276,34.897361,18.655399,49.233595,1.456692,36.102618,2.416359,3539688553896,1892243416992,10143140958720,1248458234544,36938592756,915484865376,61273686240,2535785239680,4163,4163
4164,Ac9c8c4c,A984 (m),(A984),4,53.548714,35.252638,18.296076,48.432795,1.869782,35.301671,2.58096,1191908258460,618598917664,3381046986240,409383887676,15804555852,298391523872,21815869920,845261746560,4164,4164
4165,AcJc9c4c,AJ94 (m),(AJ94),4,53.544282,38.665217,14.879065,49.592693,1.939859,28.617869,2.28052,1307289153300,503068169984,3381046986240,419188061136,16396888620,241895901952,19276366080,845261746560,4165,4165
4166,Ac8d7d3d,A873 (3s),A(873),12,53.540459,32.92074,20.619719,47.008278,1.774326,39.907389,2.664098,3339197018496,2091487179360,10143140958720,1192028965644,44993087760,1011965684928,67555809504,2535785239680,4166,4166
4167,Ac9c6c3c,A963 (m),(A963),4,53.54013,32.59583,20.9443,45.618082,1.68273,40.582257,2.612684,1102080338748,708136608480,3381046986240,385592199108,14223468996,343026293472,22084021536,845261746560,4167,4167
4168,Ac8d6d5d,A865 (3s),A(865),12,53.538702,33.293214,20.245488,48.629032,1.819399,39.257193,2.467565,3376977608100,2053528358976,10143140958720,1233127824732,46136061312,995478103440,62572152096,2535785239680,4168,4168
4169,Ac9d6d2d,A962 (3s),A(962),12,53.538478,32.067551,21.470926,44.600503,1.537998,41.583444,2.716817,3252656946924,2177826306144,10143140958720,1130972960568,39000315036,1054466834592,68892636960,2535785239680,4169,4169
4170,Ac5d2h2c,A522 (ss),(A2)52,24,53.537589,31.715234,21.822356,44.493786,0.624588,42.665301,1.95882,6433841738784,4426944577536,20286281917440,2256533698992,31676427816,2163800823168,99342931200,5071570479360,4170,4170
4171,KcJc5d4d,KJ54 (ds),(KJ)(54),12,53.5374,40.748545,12.788854,53.136745,1.887844,24.491149,2.173119,4133182391784,1297191518208,10143140958720,1347433748424,47871659832,621042939648,55105638912,2535785239680,4171,4171
4172,AcTc9c4c,AT94 (m),(AT94),4,53.537212,38.658148,14.879065,50.133566,1.995439,28.617869,2.28052,1307050131012,503068169984,3381046986240,423759856896,16866678864,241895901952,19276366080,845261746560,4172,4172
4173,Ac8d5h3h,A853 (ss),A8(53),24,53.533682,31.306769,22.226913,46.052074,1.651222,43.112611,2.682432,6350979387840,4509014310528,20286281917440,2335563398400,83742893688,2186486428512,136041453504,5071570479360,4173,4173
4174,Ac6d4d3d,A643 (3s),A(643),12,53.533166,29.600283,23.932883,43.98599,1.502717,46.495734,2.740064,3002398388880,2427546074304,10143140958720,1115390240064,38105677224,1179031964784,69482144736,2535785239680,4174,4174
4175,AcTc3h3d,AT33 (ss),(AT)33,12,53.52777,37.515455,16.012316,48.493935,0.895074,31.183268,1.682726,3805245438912,1624151747328,10143140958720,1229702038788,22697161992,790740715776,42670315776,2535785239680,4175,4175
4176,QdQc8c6c,QQ86 (3s),(Q86)Q,12,53.527268,45.591085,7.936183,59.454512,0.88981,15.183098,1.378535,4624368012468,804978233088,10143140958720,1507638730128,22563675600,385010768640,34956695808,2535785239680,4176,4176
4177,Ac8d5h5d,A855 (ss),A(85)5,24,53.524531,36.118329,17.406202,50.545584,0.822477,33.942976,1.738855,7327066091592,3531071119872,20286281917440,2563454897880,41712488040,1721441925888,88187268096,5071570479360,4177,4177
4178,AcQd9d6d,AQ96 (3s),A(Q96),12,53.523932,40.33476,13.189172,51.688837,2.029091,25.367684,2.021321,4091211538176,1337796321024,10143140958720,1310717892900,51453387948,643269977088,51256366848,2535785239680,4178,4178
4179,AcTc9d7h,AT97 (ss),(AT)97,24,53.522305,41.736992,11.785313,54.008371,2.017814,22.685648,1.769955,8466883810056,2390801814528,20286281917440,2739072608184,102334871160,1150518641664,89764531200,5071570479360,4179,4179
4180,KdKcTc9d,KKT9 (ds),(KT)(K9),12,53.522146,53.522146,0,67.209149,0.93586,0,0,5428826754816,0,10143140958720,1704279676224,23731391508,0,0,2535785239680,4180,4180
4181,AcQcTc7c,AQT7 (m),(AQT7),4,53.521911,41.736598,11.785313,52.546374,2.094962,22.685648,1.769955,1411133981748,398466969088,3381046986240,444154395828,17707909344,191753106944,14960755200,845261746560,4181,4181
4182,Ac8c7c2c,A872 (m),(A872),4,53.521852,32.398818,21.123034,46.142857,1.760723,40.867896,2.756344,1095419270352,714179709312,3381046986240,390027917412,14882713848,345440694528,23298320256,845261746560,4182,4182
4183,AcQdJd8h,AQJ8 (ss),A(QJ)8,24,53.520368,43.940049,9.580318,55.008628,2.048728,18.466691,1.38789,8913802295232,1943490341376,20286281917440,2789801323152,103902675456,936551255040,70387831296,5071570479360,4183,4183
4184,AcKcQc7c,AKQ7 (m),(AKQ7),4,53.519999,41.734686,11.785313,52.142174,1.952025,22.685648,1.769955,1411069342896,398466969088,3381046986240,440737852896,16499719344,191753106944,14960755200,845261746560,4184,4184
4185,Ac8c6c3d,A863 (3s),(A86)3,12,53.519671,31.996527,21.523144,46.190828,1.621641,41.725307,2.641962,3245452807056,2183122819200,10143140958720,1171300191420,41121330144,1058064164880,66994489440,2535785239680,4185,4185
4186,AcTd9c7h,AT97 (ss),(A9)T7,24,53.519342,41.734029,11.785313,53.999788,2.02011,22.685648,1.769955,8466282694008,2390801814528,20286281917440,2738637300624,102451311336,1150518641664,89764531200,5071570479360,4186,4186
4187,AcJdTh8h,AJT8 (ss),AJ(T8),24,53.518968,43.93865,9.580318,55.29409,2.152992,18.466691,1.38789,8913518417496,1943490341376,20286281917440,2804278726464,109190511408,936551255040,70387831296,5071570479360,4187,4187
4188,Ac8d5d4d,A854 (3s),A(854),12,53.518067,31.898729,21.619338,47.237926,1.77194,41.9419,2.593552,3235533061716,2192879897376,10143140958720,1197852347604,44932581384,1063556500080,65766897216,2535785239680,4188,4188
4189,Ac8d6h3d,A863 (ss),A(83)6,24,53.517713,31.994569,21.523144,46.265583,1.617774,41.725307,2.641962,6490508440728,4366245638400,20286281917440,2346391653072,82046530800,2116128329760,133988978880,5071570479360,4189,4189
4190,5d5c4c2d,5542 (ds),(54)(52),12,53.514664,33.462914,20.05175,47.227493,0.674552,39.105141,1.996718,3394190515764,2033877263616,10143140958720,1197587809032,17105201640,991622387136,50632489344,2535785239680,4190,4190
4191,AcKc9c7d,AK97 (3s),(AK9)7,12,53.51438,41.729067,11.785313,53.539358,2.119697,22.685648,1.769955,4232638113204,1195400907264,10143140958720,1357643131212,53750969688,575259320832,44882265600,2535785239680,4191,4191
4192,Ac9c6c5c,A965 (m),(A965),4,53.51351,33.943372,19.570138,47.941481,1.818065,37.932097,2.416359,1147641347676,661675569120,3381046986240,405231000996,15367409088,320625503520,20424562080,845261746560,4192,4192
4193,Ac9c4c3c,A943 (m),(A943),4,53.511442,31.255449,22.255993,43.610435,1.575809,43.126227,2.771517,1056761429772,752485575904,3381046986240,368622323844,13319707956,364529499488,23426576928,845261746560,4193,4193
4194,KcJd5c3d,KJ53 (ds),(K5)(J3),12,53.509169,40.278359,13.230811,52.142252,1.748233,25.375061,2.173119,4085490688464,1342019761152,10143140958720,1322215517436,44331423216,643457061120,55105638912,2535785239680,4194,4194
4195,KcJd5d3c,KJ53 (ds),(K3)(J5),12,53.508675,40.277864,13.230811,52.141374,1.748247,25.375061,2.173119,4085440569360,1342019761152,10143140958720,1322193269028,44331785016,643457061120,55105638912,2535785239680,4195,4195
4196,AcKdJc8h,AKJ8 (ss),(AJ)K8,24,53.507525,43.927207,9.580318,55.149037,2.056969,18.466691,1.38789,8911196989992,1943490341376,20286281917440,2796922304568,104320615944,936551255040,70387831296,5071570479360,4196,4196
4197,QdQc8h3c,QQ83 (ss),(Q3)Q8,24,53.504116,44.534277,8.969839,57.750131,0.46146,17.245732,1.38789,9034349017200,1819646777856,20286281917440,2928838619376,23403279912,874629473280,70387831296,5071570479360,4197,4197
4198,AcQd9c7h,AQ97 (ss),(A9)Q7,24,53.499362,41.714049,11.785313,53.617424,2.031649,22.685648,1.769955,8462229594216,2390801814528,20286281917440,2719245446832,103036535928,1150518641664,89764531200,5071570479360,4198,4198
4199,AcQdJh8d,AQJ8 (ss),A(Q8)J,24,53.497753,43.917435,9.580318,54.895152,2.048777,18.466691,1.38789,8909214644664,1943490341376,20286281917440,2784046299216,103905174240,936551255040,70387831296,5071570479360,4199,4199
4200,AcKdJh8c,AKJ8 (ss),(A8)KJ,24,53.497291,43.916973,9.580318,55.032843,2.056027,18.466691,1.38789,8909120924928,1943490341376,20286281917440,2791029411024,104272858872,936551255040,70387831296,5071570479360,4200,4200
4201,QdQc7h6s,QQ76 (r),QQ76,12,53.495704,43.765327,9.730378,57.489175,1.030804,18.582565,1.756381,4439178800544,986965908480,10143140958720,1457802010236,26138985972,471213930240,44538048000,2535785239680,4201,4201
4202,JdJc6c2c,JJ62 (3s),(J62)J,12,53.489523,40.718034,12.771488,53.436469,0.480626,24.532316,2.021321,4130087597640,1295430077184,10143140958720,1355034092916,12187636188,622086855168,51256366848,2535785239680,4202,4202
4203,QdQc8h5h,QQ85 (ss),QQ(85),12,53.489293,45.155031,8.334262,58.951279,0.761494,15.975514,1.386019,4580138395896,845355940608,10143140958720,1494877833204,19309845192,405104734464,35146471680,2535785239680,4203,4203
4204,AcJd6h2s,AJ62 (r),AJ62,24,53.48883,32.017903,21.470926,42.67764,1.692882,41.583444,2.716817,6495242157696,4355652612288,20286281917440,2164426591152,85855691832,2108933669184,137785273920,5071570479360,4204,4204
4205,QdQc8c3h,QQ83 (ss),(Q8)Q3,24,53.488582,44.518743,8.969839,57.738038,0.460982,17.245732,1.38789,9031197659232,1819646777856,20286281917440,2928225280464,23379028272,874629473280,70387831296,5071570479360,4205,4205
4206,Ac8c6d3c,A863 (3s),(A83)6,12,53.48679,31.963646,21.523144,46.148515,1.62132,41.725307,2.641962,3242117660148,2183122819200,10143140958720,1170227239584,41113187472,1058064164880,66994489440,2535785239680,4206,4206
4207,QcJc3d2d,QJ32 (ds),(QJ)(32),12,53.486122,38.450005,15.036116,49.231936,1.650283,28.875937,2.392592,3900038222016,1525134478848,10143140958720,1248416156760,41847627084,732231738624,60671001600,2535785239680,4207,4207
4208,AcTd8h7s,AT87 (r),AT87,24,53.48518,38.213377,15.271803,51.210026,2.31103,29.492602,2.102008,7752073360824,3098081041728,20286281917440,2597152573320,117205500192,1495738115904,106604809920,5071570479360,4208,4208
4209,TdTc5h4c,TT54 (ss),(T4)T5,24,53.485046,40.696192,12.788854,54.438618,0.895862,24.491149,2.173119,8255744138256,2594383036416,20286281917440,2760892868688,45434280216,1242085879296,110211277824,5071570479360,4209,4209
4210,AcQcTd8c,AQT8 (3s),(AQ8)T,12,53.484171,43.903853,9.580318,55.134153,2.183446,18.466691,1.38789,4453229690868,971745170688,10143140958720,1398083723484,55367512560,468275627520,35193915648,2535785239680,4210,4210
4211,Ac7d5d2d,A752 (3s),A(752),12,53.483399,30.150431,23.332967,44.372894,1.597735,45.291448,2.748974,3058200744432,2366695769184,10143140958720,1125201292404,40515139788,1148493849408,69708070368,2535785239680,4211,4211
4212,Ac9d6d4d,A964 (3s),A(964),12,53.48232,33.173597,20.308723,46.54807,1.709555,39.361179,2.512532,3364844726100,2059942373472,10143140958720,1180359083352,43350652428,998114979552,63712414368,2535785239680,4212,4212
4213,AcKd9c7c,AK97 (3s),(A97)K,12,53.474791,41.689478,11.785313,53.378905,2.123802,22.685648,1.769955,4228622479464,1195400907264,10143140958720,1353574387200,53855055384,575259320832,44882265600,2535785239680,4213,4213
4214,QcJc4d3d,QJ43 (ds),(QJ)(43),12,53.473915,39.528725,13.94519,51.114537,1.799794,26.750119,2.28052,4009454273652,1414480256256,10143140958720,1296154896216,45638919048,678325579008,57829098240,2535785239680,4214,4214
4215,AcTc5d5c,AT55 (3s),(AT5)5,12,53.473798,39.02589,14.447908,50.644256,0.903067,28.134855,1.52192,3958451018172,1465471645440,10143140958720,1284229559232,22899837408,713439511296,38592622848,2535785239680,4215,4215
4216,TdTc5c4h,TT54 (ss),(T5)T4,24,53.472438,40.683583,12.788854,54.417301,0.896053,24.491149,2.173119,8253186415056,2594383036416,20286281917440,2759811764592,45443964000,1242085879296,110211277824,5071570479360,4216,4216
4217,QcJd4c2d,QJ42 (ds),(Q4)(J2),12,53.470042,39.057915,14.412127,50.120361,1.659091,27.683994,2.28052,3961699334544,1461842383104,10143140958720,1270944723120,42070972800,702006642432,57829098240,2535785239680,4217,4217
4218,QcJd4d2c,QJ42 (ds),(Q2)(J4),12,53.469878,39.057751,14.412127,50.120028,1.659086,27.683994,2.28052,3961682694528,1461842383104,10143140958720,1270936263144,42070846656,702006642432,57829098240,2535785239680,4218,4218
4219,Ac8d6c3c,A863 (3s),(A63)8,12,53.468771,31.945627,21.523144,46.119574,1.622642,41.725307,2.641962,3240290009064,2183122819200,10143140958720,1169493351216,41146724172,1058064164880,66994489440,2535785239680,4219,4219
4220,AcQcTc8d,AQT8 (3s),(AQT)8,12,53.467938,43.88762,9.580318,55.206834,2.182052,18.466691,1.38789,4451583163848,971745170688,10143140958720,1399926737508,55332144768,468275627520,35193915648,2535785239680,4220,4220
4221,Ac3h3d2c,A332 (ss),(A2)33,12,53.465326,30.945318,22.520007,43.378666,0.462537,43.870742,2.338545,3138827260332,2284236097920,10143140958720,1099989814932,11728940268,1112467804032,59300489856,2535785239680,4221,4221
4222,AcKc9c4c,AK94 (m),(AK94),4,53.461316,38.582252,14.879065,49.042757,1.865015,28.617869,2.28052,1304484053364,503068169984,3381046986240,414539664264,15764257716,241895901952,19276366080,845261746560,4222,4222
4223,8d8c7c5d,8875 (ds),(87)(85),12,53.458936,40.023542,13.435393,54.785339,0.789882,25.965362,1.81085,4059644295864,1362770888832,10143140958720,1389238529160,20029722972,658425809856,45919269120,2535785239680,4223,4223
4224,Ac7c4c2d,A742 (3s),(A74)2,12,53.458652,29.570983,23.887669,43.472105,1.430699,46.350492,2.84969,2999426519892,2422959901632,10143140958720,1102359223596,36279442392,1175348942640,72262016352,2535785239680,4224,4224
4225,Ac9d4d2d,A942 (3s),A(942),12,53.45719,30.644119,22.81307,42.436252,1.418807,44.188316,2.87565,3108276222636,2313961886304,10143140958720,1076092203408,35977902684,1120520791584,72920303136,2535785239680,4225,4225
4226,AcQdTc8c,AQT8 (3s),(AT8)Q,12,53.453201,43.872883,9.580318,55.091392,2.186283,18.466691,1.38789,4450088382732,971745170688,10143140958720,1396999393344,55439436372,468275627520,35193915648,2535785239680,4226,4226
4227,JdJc5h4s,JJ54 (r),JJ54,12,53.452227,40.663373,12.788854,53.968326,0.996602,24.491149,2.173119,4124543194620,1297191518208,10143140958720,1368520854552,25271681712,621042939648,55105638912,2535785239680,4227,4227
4228,8d8c7c2d,8872 (ds),(87)(82),12,53.451137,38.929973,14.521164,52.80669,0.622308,28.135546,1.813565,3948722017296,1472902133760,10143140958720,1339064240904,15780393912,713457010560,45988112640,2535785239680,4228,4228
4229,AcThTd8s,ATT8 (r),ATT8,12,53.450519,43.870201,9.580318,56.486111,0.91986,18.466691,1.38789,4449816337152,971745170688,10143140958720,1432366475568,23325678756,468275627520,35193915648,2535785239680,4229,4229
4230,Ac7c4d2c,A742 (3s),(A72)4,12,53.445056,29.557387,23.887669,43.456433,1.430968,46.350492,2.84969,2998047451572,2422959901632,10143140958720,1101961811640,36286266000,1175348942640,72262016352,2535785239680,4230,4230
4231,Ac5d3d2d,A532 (3s),A(532),12,53.44151,28.142122,25.299388,41.561088,1.399209,49.123737,2.950078,2854495054728,2566152598176,10143140958720,1053899932404,35480935956,1245672473760,74807650656,2535785239680,4231,4231
4232,JdJc7c6h,JJ76 (ss),(J7)J6,24,53.438586,43.708208,9.730378,57.760175,0.8771,18.582565,1.756381,8866770318672,1973931816960,20286281917440,2929348003656,44482756368,942427860480,89076096000,5071570479360,4232,4232
4233,Ac7d4d2h,A742 (ss),A(74)2,24,53.43817,29.550502,23.887669,43.524503,1.427828,46.350492,2.84969,5994698105496,4845919803264,20286281917440,2207375846904,72413288880,2350697885280,144524032704,5071570479360,4233,4233
4234,AcKdJdJc,AKJJ (ds),(AJ)(KJ),12,53.437263,53.437263,0,65.442744,0.972051,0,0,5420216899440,0,10143140958720,1659487441632,24649127700,0,0,2535785239680,4234,4234
4235,Ac8d6d4d,A864 (3s),A(864),12,53.4369,32.508254,20.928646,47.378556,1.73932,40.580751,2.553081,3297358069272,2122822043232,10143140958720,1201418431728,44105424840,1029040691664,64740659904,2535785239680,4235,4235
4236,8d8c7c4d,8874 (ds),(87)(84),12,53.436543,39.61536,13.821183,54.111168,0.72241,26.735584,1.813565,4018241800776,1401902092032,10143140958720,1372143013668,18318760272,677956989696,45988112640,2535785239680,4236,4236
4237,Ac7d4c2c,A742 (3s),(A42)7,12,53.436518,29.548849,23.887669,43.454525,1.432109,46.350492,2.84969,2997181426056,2422959901632,10143140958720,1101913429380,36315218976,1175348942640,72262016352,2535785239680,4237,4237
4238,Ac8c3d2h,A832 (ss),(A8)32,24,53.432225,29.708812,23.723412,43.26912,1.321147,45.956313,2.981024,6026813441256,4812598327680,20286281917440,2194423904976,67002913392,2330706798144,151184731392,5071570479360,4238,4238
4239,AdAcKh9h,AAK9 (ss),AA(K9),12,53.4294,53.4294,0,64.434357,0.580901,0,0,5419419330204,0,10143140958720,1633916909388,14730414300,0,0,2535785239680,4239,4239
4240,JdJc7h6c,JJ76 (ss),(J6)J7,24,53.428754,43.698376,9.730378,57.743167,0.877494,18.582565,1.756381,8864775775776,1973931816960,20286281917440,2928485389440,44502743832,942427860480,89076096000,5071570479360,4240,4240
4241,AcKdTh7s,AKT7 (r),AKT7,24,53.428024,41.642711,11.785313,51.879764,2.313066,22.685648,1.769955,8447757787992,2390801814528,20286281917440,2631118809936,117308791056,1150518641664,89764531200,5071570479360,4241,4241
4242,AcTd9h6d,AT96 (ss),A(T6)9,24,53.426308,40.237136,13.189172,52.077775,1.952708,25.367684,2.021321,8162618799000,2675592642048,20286281917440,2641161046296,99032955048,1286539954176,102512733696,5071570479360,4242,4242
4243,Ac8c5d5c,A855 (3s),(A85)5,12,53.425366,36.019164,17.406202,50.344551,0.826227,33.942976,1.738855,3653474596056,1765535559936,10143140958720,1276629694992,20951331516,860720962944,44093634048,2535785239680,4243,4243
4244,AcQdJdJc,AQJJ (ds),(AJ)(QJ),12,53.42445,53.42445,0,65.392907,1.006359,0,0,5418917233632,0,10143140958720,1658223676356,25519096800,0,0,2535785239680,4244,4244
4245,Ac8d6h3h,A863 (ss),A8(63),24,53.421358,31.898214,21.523144,46.144509,1.619116,41.725307,2.641962,6470961601056,4366245638400,20286281917440,2340251319312,82114590888,2116128329760,133988978880,5071570479360,4245,4245
4246,Ac7d4h2d,A742 (ss),A(72)4,24,53.419112,29.531443,23.887669,43.498022,1.427866,46.350492,2.84969,5990831867304,4845919803264,20286281917440,2206032823008,72415234512,2350697885280,144524032704,5071570479360,4246,4246
4247,Ac9d7h7c,A977 (ss),(A7)97,24,53.419018,41.457144,11.961874,54.425038,0.87353,23.304125,1.239246,8410113132792,2426619483648,20286281917440,2760204185904,44301696504,1181885121024,62849241600,5071570479360,4247,4247
4248,Ac7d4d3d,A743 (3s),A(743),12,53.417465,30.053584,23.36388,44.640441,1.549989,45.349038,2.757444,3048377429988,2369831307168,10143140958720,1131985701240,39304391664,1149954221040,69922865088,2535785239680,4248,4248
4249,AcTd9d6h,AT96 (ss),A(T9)6,24,53.413396,40.224224,13.189172,52.159137,1.952304,25.367684,2.021321,8159999476080,2675592642048,20286281917440,2645287416336,99012450600,1286539954176,102512733696,5071570479360,4249,4249
4250,5d5c3c2d,5532 (ds),(53)(52),12,53.410708,32.855718,20.55499,46.067524,0.580932,40.068098,2.083766,3332601756336,2084921659392,10143140958720,1168173467040,14731193688,1016040909696,52839840000,2535785239680,4250,4250
4251,Ac8d7d6d,A876 (3s),A(876),12,53.410007,34.893698,18.516309,50.019845,1.903393,35.853377,2.358482,3539317014792,1878135306240,10143140958720,1268395839660,48265960704,909164638464,59806029312,2535785239680,4251,4251
4252,KdKc8h5s,KK85 (r),KK85,12,53.40897,45.074708,8.334262,59.015083,0.733332,15.975514,1.386019,4571991145656,845355940608,10143140958720,1496495762100,18595733448,405104734464,35146471680,2535785239680,4252,4252
4253,AcTd9d5d,AT95 (3s),A(T95),12,53.406641,39.291918,14.114723,51.0188,2.007471,27.142886,2.173119,3985434673668,1431676247040,10143140958720,1293727208532,50905148748,688285304064,55105638912,2535785239680,4253,4253
4254,5d5c4c3d,5543 (ds),(54)(53),12,53.40523,33.746,19.659231,47.757581,0.730409,38.320102,1.996718,3422904328476,1994063468160,10143140958720,1211029685820,18521611236,971715489408,50632489344,2535785239680,4254,4254
4255,Ac6c3c2d,A632 (3s),(A63)2,12,53.403757,28.532857,24.870901,41.826957,1.259048,48.272832,2.93794,2894127870900,2522690527968,10143140958720,1060641810180,31926757896,1224095345136,74499837696,2535785239680,4255,4255
4256,QcJc5d4d,QJ54 (ds),(QJ)(54),12,53.403105,40.614251,12.788854,52.990775,1.948747,24.491149,2.173119,4119560678688,1297191518208,10143140958720,1343732256792,49416038916,621042939648,55105638912,2535785239680,4256,4256
4257,KdKc8h8c,KK88 (ss),(K8)K8,24,53.401726,53.401726,0,64.268098,0.274273,0,0,10833224692224,0,20286281917440,3259401864144,13909966056,0,0,5071570479360,4257,4257
4258,Ac6c3d2c,A632 (3s),(A62)3,12,53.400842,28.529941,24.870901,41.824212,1.259934,48.272832,2.93794,2893832099256,2522690527968,10143140958720,1060572193140,31949208084,1224095345136,74499837696,2535785239680,4258,4258
4259,7d7c5d5c,7755 (ds),(75)(75),6,53.400813,41.65801,11.742803,55.05029,0.349937,23.052751,0.865709,2112715348308,595544522880,5071570479360,697978563168,4436820504,292284129024,10976264832,1267892619840,4259,4259
4260,Ac8d3h2c,A832 (ss),(A2)83,24,53.396599,29.673187,23.723412,43.229712,1.323012,45.956313,2.981024,6019586306784,4812598327680,20286281917440,2192425307208,67097477352,2330706798144,151184731392,5071570479360,4260,4260
4261,AcJd9h6d,AJ96 (ss),A(J6)9,24,53.396279,40.207107,13.189172,51.637796,1.942382,25.367684,2.021321,8156527092528,2675592642048,20286281917440,2618847237096,98509263480,1286539954176,102512733696,5071570479360,4261,4261
4262,Ac8d3c2h,A832 (ss),(A3)82,24,53.395476,29.672063,23.723412,43.223922,1.322981,45.956313,2.981024,6019358369784,4812598327680,20286281917440,2192131684440,67095931104,2330706798144,151184731392,5071570479360,4262,4262
4263,Ac7d4h4d,A744 (ss),A(74)4,24,53.394047,34.255126,19.138921,48.259344,0.77275,37.389606,1.776473,6949091356008,3882575560704,20286281917440,2447506646112,39190568832,1896240245376,90095069952,5071570479360,4263,4263
4264,AcQdJh6s,AQJ6 (r),AQJ6,24,53.388914,40.199742,13.189172,49.674335,2.084815,25.367684,2.021321,8155032903312,2675592642048,20286281917440,2519268907968,105732876048,1286539954176,102512733696,5071570479360,4264,4264
4265,AcQdJh8h,AQJ8 (ss),AQ(J8),24,53.384582,43.804264,9.580318,54.731102,2.052404,18.466691,1.38789,8886256561752,1943490341376,20286281917440,2775726392376,104089095744,936551255040,70387831296,5071570479360,4265,4265
4266,Ac4d3d2d,A432 (3s),A(432),12,53.384557,27.824228,25.560329,41.093744,1.372126,49.608247,3.024823,2822250684168,2592620212608,10143140958720,1042049103696,34794178608,1257958592640,76703027328,2535785239680,4266,4266
4267,TdTc5h3c,TT53 (ss),(T3)T5,24,53.384182,40.153371,13.230811,53.439791,0.743777,25.375061,2.173119,8145626126184,2684039522304,20286281917440,2710236671112,37721174376,1286914122240,110211277824,5071570479360,4267,4267
4268,AcJd9d6h,AJ96 (ss),A(J9)6,24,53.383805,40.194632,13.189172,51.728632,1.943049,25.367684,2.021321,8153996456064,2675592642048,20286281917440,2623454051568,98543093712,1286539954176,102512733696,5071570479360,4268,4268
