rank,hand,label,notation,combos,equity_pct,hi_equity_pct,lo_equity_pct,hi_win_pct,hi_tie_pct,lo_win_pct,lo_tie_pct,hi_numerator,lo_numerator,denominator,hi_win_count,hi_tie_count,lo_win_count,lo_tie_count,deals,rank_low,rank_high
7322,Kc7c6c5d,K765 (3s),(K76)5,12,49.763454,33.822249,15.941205,47.479167,1.747141,30.739519,2.285782,3430638419424,1616938872288,10143140958720,1203969716616,44303749740,779488178592,57962515104,2535785239680,7322,7322
7323,KcJd6d3h,KJ63 (ss),K(J6)3,24,49.763089,37.409284,12.353805,47.679579,1.780933,23.696949,2.021321,7588952848320,2506127666688,20286281917440,2418103463736,90321269928,1201807466496,102512733696,5071570479360,7323,7323
7324,Tc9d5d2c,T952 (ds),(T2)(95),12,49.762527,36.08976,13.672767,47.606719,1.511885,26.258974,2.173119,3660635213328,1386848004096,10143140958720,1207204154220,38338160700,665871182592,55105638912,2535785239680,7324,7324
7325,KcQhQd3d,KQQ3 (ss),K(Q3)Q,24,49.76233,49.76233,0,60.671022,0.711209,0,0,10094926595880,0,20286281917440,3076973625600,36069473664,0,0,5071570479360,7325,7325
7326,KcJd6c4c,KJ64 (3s),(K64)J,12,49.762008,37.825887,11.936121,48.610339,1.942741,22.861582,2.021321,3836733039408,1210697589504,10143140958720,1232653802784,49263746472,579720611328,51256366848,2535785239680,7326,7326
7327,KcJc6d4c,KJ64 (3s),(KJ4)6,12,49.760221,37.8241,11.936121,48.720371,1.939657,22.861582,2.021321,3836551811892,1210697589504,10143140958720,1235443978536,49185530340,579720611328,51256366848,2535785239680,7327,7327
7328,QdQcTc7h,QQT7 (ss),(QT)Q7,24,49.760172,49.760172,0,60.908362,0.853781,0,0,10094488794192,0,20286281917440,3089010495672,43300086264,0,0,5071570479360,7328,7328
7329,Tc8c7d4d,T874 (ds),(T8)(74),12,49.757398,35.720483,14.036915,49.306559,1.550147,27.022825,2.102008,3623178935892,1423784030880,10143140958720,1250308456560,39308386356,685240812960,53302404960,2535785239680,7329,7329
7330,KcJc5c3c,KJ53 (m),(KJ53),4,49.756467,36.525657,13.230811,46.788884,1.916299,25.375061,2.173119,1234949615132,447339920384,3381046986240,395488541828,16197746376,214485687040,18368546304,845261746560,7330,7330
7331,Tc9d5c2d,T952 (ds),(T5)(92),12,49.756405,36.083639,13.672767,47.595323,1.511832,26.258974,2.173119,3660014338968,1386848004096,10143140958720,1206915167784,38336822832,665871182592,55105638912,2535785239680,7331,7331
7332,Kc7d6c5c,K765 (3s),(K65)7,12,49.755942,33.814737,15.941205,47.46972,1.747992,30.739519,2.285782,3429876474528,1616938872288,10143140958720,1203730149684,44325324648,779488178592,57962515104,2535785239680,7332,7332
7333,QdQcTh6c,QQT6 (ss),(Q6)QT,24,49.75563,49.75563,0,60.851037,0.841032,0,0,10093567369104,0,20286281917440,3086103238800,42653521848,0,0,5071570479360,7333,7333
7334,8c7d6h6d,8766 (ss),8(76)6,24,49.754252,36.335485,13.418767,50.025232,0.967402,26.106562,1.461944,7371118930968,2722168880640,20286281917440,2537064906624,49062471120,1324012688640,74143503360,5071570479360,7334,7334
7335,KcTd7h5c,KT75 (ss),(K5)T7,24,49.753955,39.513943,10.240011,50.848675,2.016599,19.596403,1.76724,8015909925336,2077317599232,20286281917440,2578826403336,102273241608,993845377536,89626844160,5071570479360,7335,7335
7336,Kc7c6d5c,K765 (3s),(K75)6,12,49.753574,33.81237,15.941205,47.464178,1.748095,30.739519,2.285782,3429636317568,1616938872288,10143140958720,1203589612548,44327924280,779488178592,57962515104,2535785239680,7336,7336
7337,KcQd7c4h,KQ74 (ss),(K7)Q4,24,49.753485,39.100299,10.653186,49.909015,1.897355,20.421395,1.769955,7931996901144,2161135426560,20286281917440,2531170864536,96225675144,1035685447680,89764531200,5071570479360,7337,7337
7338,QcJd6d3h,QJ63 (ss),Q(J6)3,24,49.752883,37.399079,12.353805,47.70915,1.846164,23.696949,2.021321,7586882529648,2506127666688,20286281917440,2419603150392,93629506464,1201807466496,102512733696,5071570479360,7338,7338
7339,Tc9c5d4d,T954 (ds),(T9)(54),12,49.751697,36.962843,12.788854,49.181421,1.676739,24.491149,2.173119,3749193247752,1297191518208,10143140958720,1247135203152,42518491872,621042939648,55105638912,2535785239680,7339,7339
7340,AcTd9d9c,AT99 (ds),(A9)(T9),12,49.750948,49.750948,0,61.823265,1.035123,0,0,5046308808204,0,10143140958720,1567705231920,26248507620,0,0,2535785239680,7340,7340
7341,JcTd5c4c,JT54 (3s),(J54)T,12,49.750022,36.961167,12.788854,48.302979,2.130166,24.491149,2.173119,3749023319196,1297191518208,10143140958720,1224859819464,54016441344,621042939648,55105638912,2535785239680,7341,7341
7342,JdJc4d4c,JJ44 (ds),(J4)(J4),6,49.747864,49.747864,0,61.003231,0.214902,0,0,2522997969660,0,5071570479360,773455459236,2724723264,0,0,1267892619840,7342,7342
7343,KcQc6c2d,KQ62 (3s),(KQ6)2,12,49.745967,36.974479,12.771488,46.554884,1.740095,24.532316,2.021321,3750373481556,1295430077184,10143140958720,1180531887684,44125071828,622086855168,51256366848,2535785239680,7343,7343
7344,7c4d2d2c,7422 (ds),(72)(42),12,49.745591,30.738047,19.007544,43.202102,0.531658,37.126851,1.776473,3117803403948,1927961968128,10143140958720,1095512520936,13481709456,941457216576,45047534976,2535785239680,7344,7344
7345,KcJd6h3d,KJ63 (ss),K(J3)6,24,49.745445,37.39164,12.353805,47.65245,1.780226,23.696949,2.021321,7585373543928,2506127666688,20286281917440,2416727564784,90285396720,1201807466496,102512733696,5071570479360,7345,7345
7346,JdJc9c7d,JJ97 (ds),(J9)(J7),12,49.74511,49.74511,0,61.627674,0.816807,0,0,5045716670760,0,10143140958720,1562745459720,20712478596,0,0,2535785239680,7346,7346
7347,JcTd4d3d,JT43 (3s),J(T43),12,49.744724,35.799534,13.94519,46.322113,1.970396,26.750119,2.28052,3631197241692,1414480256256,10143140958720,1174629297120,49965005652,678325579008,57829098240,2535785239680,7347,7347
7348,JcTc5d4c,JT54 (3s),(JT4)5,12,49.741809,36.952955,12.788854,48.394927,2.127793,24.491149,2.173119,3748190304240,1297191518208,10143140958720,1227191410908,53956265904,621042939648,55105638912,2535785239680,7348,7348
7349,JcTc3d2c,JT32 (3s),(JT2)3,12,49.741754,34.705638,15.036116,44.494633,1.796221,28.875937,2.392592,3520241782536,1525134478848,10143140958720,1128288326760,45548304732,732231738624,60671001600,2535785239680,7349,7349
7350,JcTc3c2d,JT32 (3s),(JT3)2,12,49.741361,34.705245,15.036116,44.492441,1.796274,28.875937,2.392592,3520201920264,1525134478848,10143140958720,1128232750464,45549662892,732231738624,60671001600,2535785239680,7350,7350
7351,Kc9d7d2c,K972 (ds),(K2)(97),12,49.741229,38.333291,11.407937,49.465694,1.460972,21.930897,1.769955,3888199790064,1157123175936,10143140958720,1254343766460,37047105156,556120455168,44882265600,2535785239680,7351,7351
7352,KcJc4c2c,KJ42 (m),(KJ42),4,49.739941,35.327814,14.412127,44.706435,1.75443,27.683994,2.28052,1194449991444,487280794368,3381046986240,377886393472,14829527004,234002214144,19276366080,845261746560,7352,7352
7353,JcTc5c4d,JT54 (3s),(JT5)4,12,49.739586,36.950732,12.788854,48.390386,2.127602,24.491149,2.173119,3747964815564,1297191518208,10143140958720,1227076265448,53951411040,621042939648,55105638912,2535785239680,7353,7353
7354,KdKcJh8s,KKJ8 (r),KKJ8,12,49.738844,49.738844,0,60.090701,0.853007,0,0,5045081062512,0,10143140958720,1523771113956,21630433728,0,0,2535785239680,7354,7354
7355,Kc8d8c3d,K883 (ds),(K8)(83),12,49.738578,40.44894,9.289637,52.789903,0.294455,18.090941,0.976666,4102793034144,942260996352,10143140958720,1338638571288,7466757204,458747417088,24766162176,2535785239680,7355,7355
7356,KcTc7d5h,KT75 (ss),(KT)75,24,49.735661,39.49565,10.240011,50.958605,2.014173,19.596403,1.76724,8012198823672,2077317599232,20286281917440,2584401578280,102150189888,993845377536,89626844160,5071570479360,7356,7356
7357,QcJd6h3d,QJ63 (ss),Q(J3)6,24,49.735646,37.381841,12.353805,47.6827,1.845389,23.696949,2.021321,7583385632400,2506127666688,20286281917440,2418261719088,93590193072,1201807466496,102512733696,5071570479360,7357,7357
7358,9d9c3h2s,9932 (r),9932,12,49.733747,34.697631,15.036116,45.802919,0.637244,28.875937,2.392592,3519429610584,1525134478848,10143140958720,1161463660476,16159140048,732231738624,60671001600,2535785239680,7358,7358
7359,5d5c2h2c,5522 (ss),(52)52,24,49.733325,34.802042,14.931283,45.938828,0.292726,29.330097,1.064936,7060040343504,3029002083840,20286281917440,2329820040144,14845826856,1487496540672,54009002496,5071570479360,7359,7359
7360,9c7d5d5c,9755 (ds),(95)(75),12,49.732825,38.643587,11.089239,51.672344,0.8191,21.559636,1.237683,3919673454084,1124797132032,10143140958720,1310299670640,20770607568,546706079232,31384973568,2535785239680,7360,7360
7361,KcQd8d4c,KQ84 (ds),(K4)(Q8),12,49.732781,41.068181,8.664599,52.624319,1.649983,16.635253,1.38789,4165603533504,878862498048,10143140958720,1334439710052,41840033484,421834291200,35193915648,2535785239680,7361,7361
7362,JcTc8d7d,JT87 (ds),(JT)(87),12,49.730786,42.313065,7.417721,54.429109,1.95334,14.15553,1.359826,4291873830228,752389924608,10143140958720,1380205302720,49532510820,358953834240,34482256128,2535785239680,7362,7362
7363,KdKc9h3c,KK93 (ss),(K3)K9,24,49.72983,49.72983,0,60.888948,0.486664,0,0,10088333569104,0,20286281917440,3088025892864,24681505824,0,0,5071570479360,7363,7363
7364,KcTd3d2d,KT32 (3s),K(T32),12,49.729672,34.693555,15.036116,43.849565,1.659642,28.875937,2.392592,3519016225956,1525134478848,10143140958720,1111930803240,42084961500,732231738624,60671001600,2535785239680,7364,7364
7365,Kc7d5h3h,K753 (ss),K7(53),24,49.729164,32.018854,17.71031,44.955581,1.565882,34.205241,2.430758,6495435053832,3592763425344,20286281917440,2279953960728,79414832400,1734742910400,123277604544,5071570479360,7365,7365
7366,KcQd7h4c,KQ74 (ss),(K4)Q7,24,49.728418,39.075231,10.653186,49.863232,1.896366,20.421395,1.769955,7926911600472,2161135426560,20286281917440,2528848932744,96175517400,1035685447680,89764531200,5071570479360,7366,7366
7367,QcTd3d2d,QT32 (3s),Q(T32),12,49.728176,34.692059,15.036116,43.909889,1.722022,28.875937,2.392592,3518864494896,1525134478848,10143140958720,1113460495932,43666773060,732231738624,60671001600,2535785239680,7367,7367
7368,KdKc9c4h,KK94 (ss),(K9)K4,24,49.727249,49.727249,0,61.140854,0.489867,0,0,10087809925608,0,20286281917440,3100801527144,24843943824,0,0,5071570479360,7368,7368
7369,Kc7c5d2h,K752 (ss),(K7)52,24,49.72637,31.559515,18.166856,44.008862,1.441531,35.118333,2.430758,6402252101736,3685379592768,20286281917440,2231940465696,73108271832,1781050994112,123277604544,5071570479360,7369,7369
7370,KcTd5c3c,KT53 (3s),(K53)T,12,49.72561,36.4948,13.230811,46.848037,1.82883,25.375061,2.173119,3701718970872,1342019761152,10143140958720,1187965608036,46375212156,643457061120,55105638912,2535785239680,7370,7370
7371,KcQd8c4d,KQ84 (ds),(K8)(Q4),12,49.72455,41.05995,8.664599,52.615811,1.649938,16.635253,1.38789,4164768653688,878862498048,10143140958720,1334223961080,41838888288,421834291200,35193915648,2535785239680,7371,7371
7372,JcTd3c2c,JT32 (3s),(J32)T,12,49.723619,34.687502,15.036116,44.359456,1.798952,28.875937,2.392592,3518402271720,1525134478848,10143140958720,1124860525452,45617552760,732231738624,60671001600,2535785239680,7372,7372
7373,Kc9d7c2d,K972 (ds),(K7)(92),12,49.72199,38.314053,11.407937,49.43782,1.460721,21.930897,1.769955,3886248364920,1157123175936,10143140958720,1253636945628,37040756184,556120455168,44882265600,2535785239680,7373,7373
7374,KcTd6c5c,KT65 (3s),(K65)T,12,49.720457,38.250431,11.470026,49.555082,2.024721,21.931249,2.017606,3879795159420,1163420890368,10143140958720,1256610450288,51342570564,556129373952,51162142464,2535785239680,7374,7374
7375,KcQcJhJd,KQJJ (ss),(KQ)JJ,12,49.718767,49.718767,0,61.514755,1.120342,0,0,5043044657844,0,10143140958720,1559882074824,28409457828,0,0,2535785239680,7375,7375
7376,4d4c3c2h,4432 (ss),(43)42,24,49.718067,28.540977,21.17709,40.410225,0.628874,41.272188,2.163983,5789903151864,4296044172288,20286281917440,2049433049712,31893796344,2093148113664,109747944960,5071570479360,7376,7376
7377,8c6h6d2d,8662 (ss),8(62)6,24,49.717082,33.609973,16.107109,46.600408,0.642861,31.394907,1.638621,6818213895600,3267533468160,20286281917440,2363372547144,32603129712,1592214815232,83103837696,5071570479360,7377,7377
7378,4d4c3h2c,4432 (ss),(42)43,24,49.716012,28.538922,21.17709,40.405624,0.629853,41.272188,2.163983,5789486116848,4296044172288,20286281917440,2049199698648,31943463456,2093148113664,109747944960,5071570479360,7378,7378
7379,KdKc9c5c,KK95 (3s),(K95)K,12,49.715983,49.715983,0,61.209406,0.636086,0,0,5042762265228,0,10143140958720,1552139077536,16129762572,0,0,2535785239680,7379,7379
7380,KcQc6d2c,KQ62 (3s),(KQ2)6,12,49.715822,36.944333,12.771488,46.510352,1.739217,24.532316,2.021321,3747315781884,1295430077184,10143140958720,1179402650952,44102798856,622086855168,51256366848,2535785239680,7380,7380
7381,QcJc5c3c,QJ53 (m),(QJ53),4,49.71496,36.484149,13.230811,46.781746,1.982668,25.375061,2.173119,1233546225656,447339920384,3381046986240,395428203300,16758730656,214485687040,18368546304,845261746560,7381,7381
7382,AcQhQdJs,AQQJ (r),AQQJ,12,49.714438,49.714438,0,60.231869,0.947205,0,0,5042605526712,0,10143140958720,1527350849784,24019084620,0,0,2535785239680,7382,7382
7383,KcTc5c3d,KT53 (3s),(KT5)3,12,49.714132,36.483321,13.230811,46.952771,1.826654,25.375061,2.173119,3700554682572,1342019761152,10143140958720,1190621435508,46320010452,643457061120,55105638912,2535785239680,7383,7383
7384,KcQd5h3s,KQ53 (r),KQ53,24,49.710608,36.479797,13.230811,46.202161,2.141002,25.375061,2.173119,7400394562008,2684039522304,20286281917440,2343175168392,108582405984,1286914122240,110211277824,5071570479360,7384,7384
7385,KcTc4c2d,KT42 (3s),(KT4)2,12,49.710603,35.298476,14.412127,44.884926,1.661599,27.683994,2.28052,3580374183792,1461842383104,10143140958720,1138185318288,42134576076,702006642432,57829098240,2535785239680,7385,7385
7386,KcJd7h6h,KJ76 (ss),KJ(76),24,49.71038,39.980002,9.730378,51.27247,2.113607,18.582565,1.756381,8110455919704,1973931816960,20286281917440,2600319452280,107193061920,942427860480,89076096000,5071570479360,7386,7386
7387,Kc6d6c4h,K664 (ss),(K6)64,24,49.709039,37.152325,12.556713,49.410606,0.568944,24.406509,1.413836,7536825436752,2547290285568,20286281917440,2505893701008,28854377208,1237793293824,71703697920,5071570479360,7387,7387
7388,8c6d3d2c,8632 (ds),(82)(63),12,49.708057,28.664241,21.043816,42.351543,1.113737,40.766651,2.641962,2907454319088,2134503923712,10143140958720,1073944180812,28241988576,1033754717136,66994489440,2535785239680,7388,7388
7389,KcTd4c2c,KT42 (3s),(K42)T,12,49.707932,35.295805,14.412127,44.757151,1.66386,27.683994,2.28052,3580103226792,1461842383104,10143140958720,1134945228936,42191915124,702006642432,57829098240,2535785239680,7389,7389
7390,KcTc5d3c,KT53 (3s),(KT3)5,12,49.707787,36.476976,13.230811,46.946209,1.826514,25.375061,2.173119,3699911116524,1342019761152,10143140958720,1190455037688,46316464980,643457061120,55105638912,2535785239680,7390,7390
7391,Kc7d5c2h,K752 (ss),(K5)72,24,49.705963,31.539107,18.166856,43.972603,1.442149,35.118333,2.430758,6398112223248,3685379592768,20286281917440,2230101561720,73139619936,1781050994112,123277604544,5071570479360,7391,7391
7392,6d6c2h2c,6622 (ss),(62)62,24,49.705691,35.666997,14.038694,46.65079,0.236962,27.583335,0.988104,7235507589048,2847928994304,20286281917440,2365927686096,12017716752,1398908292096,50112410112,5071570479360,7392,7392
7393,KcTc4d2c,KT42 (3s),(KT2)4,12,49.702658,35.290531,14.412127,44.876111,1.661345,27.683994,2.28052,3579568287360,1461842383104,10143140958720,1137961795812,42128135004,702006642432,57829098240,2535785239680,7393,7393
7394,QcJc4c2c,QJ42 (m),(QJ42),4,49.702226,35.290098,14.412127,44.702225,1.817921,27.683994,2.28052,1193174806916,487280794368,3381046986240,377850807684,15366194232,234002214144,19276366080,845261746560,7394,7394
7395,8c6d3c2d,8632 (ds),(83)(62),12,49.700955,28.657139,21.043816,42.337374,1.113669,40.766651,2.641962,2906734004004,2134503923712,10143140958720,1073584890024,28240255068,1033754717136,66994489440,2535785239680,7395,7395
7396,Qc8c5d4h,Q854 (ss),(Q8)54,24,49.700631,33.561048,16.139583,46.861842,1.702226,31.036772,2.484788,6808288834320,3274121321280,20286281917440,2376631357656,86329592760,1574051779008,126017763264,5071570479360,7396,7396
7397,AcKdQcTd,AKQT (ds),(AQ)(KT),12,49.700112,49.700112,0,59.82372,1.963788,0,0,5041152390888,0,10143140958720,1517001066876,49797453096,0,0,2535785239680,7397,7397
7398,Tc9d6d3c,T963 (ds),(T3)(96),12,49.700078,37.346274,12.353805,49.55494,1.644259,23.696949,2.021321,3788085184980,1253063833344,10143140958720,1256606855328,41694879984,600903733248,51256366848,2535785239680,7398,7398
7399,AcKdQdTc,AKQT (ds),(AT)(KQ),12,49.699816,49.699816,0,59.824463,1.963788,0,0,5041122442224,0,10143140958720,1517019889968,49797458796,0,0,2535785239680,7399,7399
7400,AcQhQdTs,AQQT (r),AQQT,12,49.699789,49.699789,0,60.244488,0.942786,0,0,5041119658224,0,10143140958720,1527670823736,23907037668,0,0,2535785239680,7400,7400
7401,Jc9d6d3c,J963 (ds),(J3)(96),12,49.698826,37.345021,12.353805,49.158528,1.586816,23.696949,2.021321,3787958137656,1253063833344,10143140958720,1246554684768,40238258544,600903733248,51256366848,2535785239680,7401,7401
7402,8c6c3d2d,8632 (ds),(86)(32),12,49.696065,28.652249,21.043816,42.343772,1.113588,40.766651,2.641962,2906238000468,2134503923712,10143140958720,1073747124636,28238205960,1033754717136,66994489440,2535785239680,7402,7402
7403,Kc7d6h6c,K766 (ss),(K6)76,24,49.695616,39.176152,10.519464,51.737286,0.854332,20.42402,1.229815,7947384581952,2134008092160,20286281917440,2623892946552,43328072280,1035818580480,62370931200,5071570479360,7403,7403
7404,Tc9d6c3d,T963 (ds),(T6)(93),12,49.694203,37.340398,12.353805,49.543892,1.644219,23.696949,2.021321,3787489208748,1253063833344,10143140958720,1256326691748,41693859204,600903733248,51256366848,2535785239680,7404,7404
7405,KcTc6c5d,KT65 (3s),(KT6)5,12,49.693882,38.223856,11.470026,49.637354,2.022397,21.931249,2.017606,3877099593780,1163420890368,10143140958720,1258696687932,51283641624,556129373952,51162142464,2535785239680,7405,7405
7406,Kc7h7d6d,K776 (ss),K(76)7,24,49.692639,39.173175,10.519464,51.581255,0.708706,20.42402,1.229815,7946780650032,2134008092160,20286281917440,2615979713184,35942508816,1035818580480,62370931200,5071570479360,7406,7406
7407,KdKcQc2c,KKQ2 (3s),(KQ2)K,12,49.691783,49.691783,0,60.507058,0.62439,0,0,5040307598880,0,10143140958720,1534329054708,15833184672,0,0,2535785239680,7407,7407
7408,QcTd6d3h,QT63 (ss),Q(T6)3,24,49.69149,37.337685,12.353805,48.007002,1.90026,23.696949,2.021321,7574428101984,2506127666688,20286281917440,2434708917936,96373034040,1201807466496,102512733696,5071570479360,7408,7408
7409,Kc7d5h2c,K752 (ss),(K2)75,24,49.691461,31.524605,18.166856,43.955436,1.442255,35.118333,2.430758,6395170224120,3685379592768,20286281917440,2229230936664,73144965288,1781050994112,123277604544,5071570479360,7409,7409
7410,Kc6h6d5c,K665 (ss),(K5)66,12,49.69096,37.461313,12.229647,49.959329,0.68822,23.753658,1.41127,3799753818036,1240470295296,10143140958720,1266861287940,17451777444,602341764864,35786765568,2535785239680,7410,7410
7411,Qc5c4c3d,Q543 (3s),(Q54)3,12,49.690073,29.641989,20.048084,42.33176,1.452977,38.815437,2.561464,3006628751892,2033505442272,10143140958720,1073442529644,36844387140,984276114144,64953213984,2535785239680,7411,7411
7412,KcTd6h3h,KT63 (ss),KT(63),24,49.689918,37.336113,12.353805,47.863199,1.843641,23.696949,2.021321,7574109192840,2506127666688,20286281917440,2427415862688,93501537336,1201807466496,102512733696,5071570479360,7412,7412
7413,Qc5d4c3c,Q543 (3s),(Q43)5,12,49.689558,29.641474,20.048084,42.333669,1.454425,38.815437,2.561464,3006576474240,2033505442272,10143140958720,1073490934248,36881092080,984276114144,64953213984,2535785239680,7413,7413
7414,Tc7d5d5c,T755 (ds),(T5)(75),12,49.6882,38.598961,11.089239,51.303853,0.764752,21.559636,1.237683,3915147069300,1124797132032,10143140958720,1300955522652,19392478020,546706079232,31384973568,2535785239680,7414,7414
7415,Qc5c4d3c,Q543 (3s),(Q53)4,12,49.687069,29.638985,20.048084,42.32743,1.454103,38.815437,2.561464,3006324043872,2033505442272,10143140958720,1073332723488,36872926584,984276114144,64953213984,2535785239680,7415,7415
7416,Jc7d6d2c,J762 (ds),(J2)(76),12,49.686955,32.390039,17.296916,45.009765,1.221012,33.449083,2.289497,3285367326936,1754450577888,10143140958720,1141350981672,30962251440,848196919200,58056739488,2535785239680,7416,7416
7417,Tc5d4d4c,T544 (ds),(T4)(54),12,49.686886,36.173623,13.513263,48.751285,0.629084,26.265565,1.52192,3669141602220,1370669275392,10143140958720,1236227893416,15952214172,666038326272,38592622848,2535785239680,7417,7417
7418,Jc9d6c3d,J963 (ds),(J6)(93),12,49.685311,37.331506,12.353805,49.136701,1.586704,23.696949,2.021321,3786587281176,1253063833344,10143140958720,1246001200116,40235418048,600903733248,51256366848,2535785239680,7418,7418
7419,QcTd6h5h,QT65 (ss),QT(65),24,49.685279,38.215253,11.470026,49.466962,2.076943,21.931249,2.017606,7752453940296,2326841780736,20286281917440,2508751854960,105333624264,1112258747904,102324284928,5071570479360,7419,7419
7420,Qc3d2d2c,Q322 (ds),(Q2)(32),12,49.684617,34.021158,15.663459,44.783092,0.443436,30.485555,1.682726,3450814025268,1588766744832,10143140958720,1135603027212,11244580116,773048214528,42670315776,2535785239680,7420,7420
7421,QcTd8d4c,QT84 (ds),(Q4)(T8),12,49.683377,41.018778,8.664599,52.617149,1.765883,16.635253,1.38789,4160592503112,878862498048,10143140958720,1334257886928,44778993864,421834291200,35193915648,2535785239680,7421,7421
7422,TdTc7h5s,TT75 (r),TT75,12,49.682957,39.442946,10.240011,52.144169,0.882387,19.596403,1.76724,4000753601052,1038658799616,10143140958720,1322264131452,22375446576,496922688768,44813422080,2535785239680,7422,7422
7423,KcTc6d5c,KT65 (3s),(KT5)6,12,49.682354,38.212328,11.470026,49.617131,2.022414,21.931249,2.017606,3875930275812,1163420890368,10143140958720,1258183882428,51284067312,556129373952,51162142464,2535785239680,7423,7423
7424,KcTd8d4c,KT84 (ds),(K4)(T8),12,49.681894,41.017294,8.664599,52.849039,1.733911,16.635253,1.38789,4160441995752,878862498048,10143140958720,1340138138916,43968264708,421834291200,35193915648,2535785239680,7424,7424
7425,7c6c5h5d,7655 (ss),(76)55,12,49.681313,33.59309,16.088223,47.280154,0.928966,31.374786,1.603319,3407394500736,1631851110528,10143140958720,1198923166752,23556589332,795597186432,40656737664,2535785239680,7425,7425
7426,KdKc9h7s,KK97 (r),KK97,12,49.679549,49.679549,0,60.640526,0.996394,0,0,5039066681004,0,10143140958720,1537713518052,25266413292,0,0,2535785239680,7426,7426
7427,Kc6d5h5c,K655 (ss),(K5)65,24,49.67724,37.447593,12.229647,49.936511,0.811947,23.753658,1.41127,7596724318248,2480940590592,20286281917440,2532565335480,41178448800,1204683529728,71573531136,5071570479360,7427,7427
7428,JcTd5d4d,JT54 (3s),J(T54),12,49.67673,36.887876,12.788854,48.200276,2.131164,24.491149,2.173119,3741589256640,1297191518208,10143140958720,1222255490184,54041744592,621042939648,55105638912,2535785239680,7428,7428
7429,Qc6d5d4h,Q654 (ss),Q(65)4,24,49.676527,31.478497,18.198029,44.959459,1.606266,35.187879,2.416359,6385816734432,3691703543616,20286281917440,2280150661992,81462916128,1784578085568,122547372480,5071570479360,7429,7429
7430,Qc8d7d2c,Q872 (ds),(Q2)(87),12,49.675959,34.815786,14.860174,47.364454,1.344192,28.669343,2.102008,3531414212172,1507288357536,10143140958720,1201060831584,34085812536,726992976288,53302404960,2535785239680,7430,7430
7431,TdTc7d7c,TT77 (ds),(T7)(T7),6,49.675429,49.675429,0,60.810797,0.320214,0,0,2519324385288,0,5071570479360,771015610584,4059963948,0,0,1267892619840,7431,7431
7432,KcQhQd4c,KQQ4 (ss),(K4)QQ,12,49.673899,49.673899,0,60.654492,0.737914,0,0,5038493639052,0,10143140958720,1538067659328,18711915000,0,0,2535785239680,7432,7432
7433,Tc5d5c2d,T552 (ds),(T5)(52),12,49.672782,35.536423,14.136359,47.220419,0.387566,27.511759,1.52192,3604509449220,1433870855424,10143140958720,1197408426924,9827840712,697639116288,38592622848,2535785239680,7433,7433
7434,KcQdQc2h,KQQ2 (ss),(KQ)Q2,24,49.672308,49.672308,0,60.641825,0.710567,0,0,10076664429168,0,20286281917440,3075492918216,36036891168,0,0,5071570479360,7434,7434
7435,Qc6d5h4d,Q654 (ss),Q(64)5,24,49.672105,31.474076,18.198029,44.95447,1.607401,35.187879,2.416359,6384919791888,3691703543616,20286281917440,2279897644128,81520476984,1784578085568,122547372480,5071570479360,7435,7435
7436,KcQd6c2c,KQ62 (3s),(K62)Q,12,49.67131,36.899822,12.771488,46.335846,1.74362,24.532316,2.021321,3742800956028,1295430077184,10143140958720,1174977533148,44214456264,622086855168,51256366848,2535785239680,7436,7436
7437,KcJd7d4h,KJ74 (ss),K(J7)4,24,49.670316,39.01713,10.653186,49.82012,1.940033,20.421395,1.769955,7915124999568,2161135426560,20286281917440,2526662494104,98390163840,1035685447680,89764531200,5071570479360,7437,7437
7438,Qc8d5h4c,Q854 (ss),(Q4)85,24,49.669652,33.530069,16.139583,46.811821,1.702632,31.036772,2.484788,6802004368032,3274121321280,20286281917440,2374094514024,86350194600,1574051779008,126017763264,5071570479360,7438,7438
7439,QcTd8c4d,QT84 (ds),(Q8)(T4),12,49.66798,41.003381,8.664599,52.597428,1.765754,16.635253,1.38789,4159030701624,878862498048,10143140958720,1333757816964,44775740772,421834291200,35193915648,2535785239680,7439,7439
7440,Qc8d5c4h,Q854 (ss),(Q5)84,24,49.667673,33.52809,16.139583,46.807017,1.701789,31.036772,2.484788,6801602879496,3274121321280,20286281917440,2373850874112,86307430224,1574051779008,126017763264,5071570479360,7440,7440
7441,Jc8d8c7h,J887 (ss),(J8)87,24,49.66753,41.470975,8.196556,53.884108,0.82148,15.914608,0.957008,8412918828408,1662776421888,20286281917440,2732770526304,41661933744,807120542208,48535337472,5071570479360,7441,7441
7442,8c5d2d2c,8522 (ds),(82)(52),12,49.667396,32.177471,17.489925,45.360212,0.645789,34.110423,1.738855,3263806252752,1774027764096,10143140958720,1150237564080,16375828368,864967065024,44093634048,2535785239680,7442,7442
7443,QcTd6h3d,QT63 (ss),Q(T3)6,24,49.666683,37.312878,12.353805,47.970406,1.899262,23.696949,2.021321,7569395566296,2506127666688,20286281917440,2432852962200,96322387296,1201807466496,102512733696,5071570479360,7443,7443
7444,8c7d6c5d,8765 (ds),(86)(75),12,49.664688,32.900948,16.76374,48.10217,1.553055,32.350096,2.354766,3337189516056,1700369746944,10143140958720,1219767717060,39382144740,820328971008,59711804928,2535785239680,7444,7444
