rank,hand,label,notation,combos,equity_pct,win_pct,tie_pct,win_count,tie_count,denominator,rank_low,rank_high
14797,9c4h4d3c,9443 (ss),(93)44,12,42.217642,41.955571,0.524141,1063903181940,13291088004,2535785239680,14797,14797
14798,Tc9d2s2h,T922 (r),T922,12,42.217203,41.692246,1.049913,1057225827660,26623534104,2535785239680,14798,14798
14799,Kc8c4c2d,K842 (3s),(K84)2,12,42.214723,41.544176,1.341094,1053471088236,34007269668,2535785239680,14799,14799
14800,Tc6d4h3h,T643 (ss),T6(43),24,42.21459,41.514692,1.399796,2105446841568,70991638032,5071570479360,14800,14800
14801,8c7d5h4s,8754 (r),8754,24,42.213651,41.293766,1.83977,2094242441088,93305213088,5071570479360,14801,14801
14802,7c6d4h3c,7643 (ss),(73)64,24,42.212371,41.486124,1.452493,2103998018928,73664217048,5071570479360,14802,14802
14803,9c6d4s4h,9644 (r),9644,12,42.21222,41.788835,0.84677,1059675120744,21472266000,2535785239680,14803,14803
14804,9c6c5c3c,9653 (m),(9653),4,42.212124,41.454577,1.515094,350399678448,12806510364,845261746560,14804,14804
14805,9c8c4d3c,9843 (3s),(983)4,12,42.209166,41.429394,1.559544,1050560445912,39546696984,2535785239680,14805,14805
14806,Qc9d3d2d,Q932 (3s),Q(932),12,42.208088,41.475877,1.464422,1051739171760,37134594984,2535785239680,14806,14806
14807,8c6d5d3d,8653 (3s),8(653),12,42.206907,41.459124,1.495565,1051314351336,37924319268,2535785239680,14807,14807
14808,Ac9c3c2c,A932 (m),(A932),4,42.206754,41.500106,1.413296,350784521568,11946047592,845261746560,14808,14808
14809,Qc6d4d3d,Q643 (3s),Q(643),12,42.206499,41.517504,1.377989,1052794740168,34942838184,2535785239680,14809,14809
14810,9c8c4c3d,9843 (3s),(984)3,12,42.206453,41.42674,1.559426,1050493161720,39543687900,2535785239680,14810,14810
14811,Tc8c4c3c,T843 (m),(T843),4,42.205118,41.405332,1.59957,349983435004,13520556744,845261746560,14811,14811
14812,Ac6d3s3h,A633 (r),A633,12,42.205105,41.859758,0.690693,1061473572264,17514490992,2535785239680,14812,14812
14813,Qc8d6h3s,Q863 (r),Q863,24,42.204325,41.345312,1.718027,2096856621336,87130955544,5071570479360,14813,14813
14814,Jc7d6c2h,J762 (ss),(J6)72,24,42.204257,41.54259,1.323335,2106861709416,67113866736,5071570479360,14814,14814
14815,Qc8c2h2d,Q822 (ss),(Q8)22,12,42.202106,41.916738,0.570736,1062918459948,14472645720,2535785239680,14815,14815
14816,Qc8d2h2d,Q822 (ss),Q(82)2,24,42.201738,41.921115,0.561246,2126058873504,28463983320,5071570479360,14816,14816
14817,7c6d4h3d,7643 (ss),7(63)4,24,42.201023,41.474798,1.45245,2103423611736,73662002952,5071570479360,14817,14817
14818,Kc8c4d2c,K842 (3s),(K82)4,12,42.200063,41.529503,1.341121,1053099000576,34007948748,2535785239680,14818,14818
14819,Tc4d4c2h,T442 (ss),(T4)42,24,42.198276,41.994071,0.40841,2129758907112,20712776376,5071570479360,14819,14819
14820,Qc7d5h2h,Q752 (ss),Q7(52),24,42.191506,41.502367,1.378278,2104821802392,69900343296,5071570479360,14820,14820
14821,Qc7d4s4h,Q744 (r),Q744,12,42.182655,41.856824,0.651662,1061399168844,16524740388,2535785239680,14821,14821
14822,8c7c6c3c,8763 (m),(8763),4,42.178384,41.401381,1.554005,349950035232,13135411752,845261746560,14822,14822
14823,Kc8d7h2s,K872 (r),K872,24,42.178318,41.351304,1.654028,2097160543896,83885174040,5071570479360,14823,14823
14824,Kc8d6h3s,K863 (r),K863,24,42.177652,41.34928,1.656744,2097057864072,84022916856,5071570479360,14824,14824
14825,Kc6c3d2h,K632 (ss),(K6)32,24,42.176743,41.58867,1.176146,2109198694728,59649079704,5071570479360,14825,14825
14826,Jc6c4d3h,J643 (ss),(J6)43,24,42.173347,41.52113,1.304434,2105773356552,66155286144,5071570479360,14826,14826
14827,Jc6d4h3c,J643 (ss),(J3)64,24,42.172171,41.519864,1.304614,2105709187368,66164418336,5071570479360,14827,14827
14828,Tc4d3h3d,T433 (ss),T(43)3,24,42.169264,41.889774,0.55898,2124469426080,28349059536,5071570479360,14828,14828
14829,Jc6d4c3h,J643 (ss),(J4)63,24,42.166953,41.515154,1.303597,2105470313064,66112864800,5071570479360,14829,14829
14830,Jc5d4d3h,J543 (ss),J(54)3,24,42.166699,41.465422,1.402554,2102948116536,71131511904,5071570479360,14830,14830
14831,6c5d2h2c,6522 (ss),(62)52,24,42.16538,41.7513,0.82816,2117446616880,42000704688,5071570479360,14831,14831
14832,7c6d4h3h,7643 (ss),76(43),24,42.162333,41.435716,1.453234,2101441519224,73701785352,5071570479360,14832,14832
14833,Jc5d4h3d,J543 (ss),J(53)4,24,42.161677,41.459834,1.403686,2102664702048,71188949280,5071570479360,14833,14833
14834,Jc7d6h2c,J762 (ss),(J2)76,24,42.161197,41.49964,1.323112,2104683513744,67102577448,5071570479360,14834,14834
14835,9c8d3h2c,9832 (ss),(92)83,24,42.159427,41.403307,1.51224,2099797892808,76694312208,5071570479360,14835,14835
14836,Kc9d3d2d,K932 (3s),K(932),12,42.158186,41.455543,1.405287,1051223533440,35635062012,2535785239680,14836,14836
14837,Jc5d4h3h,J543 (ss),J5(43),24,42.157265,41.455248,1.404034,2102432128752,71206575072,5071570479360,14837,14837
14838,Kc6d3h2c,K632 (ss),(K2)63,24,42.156954,41.568794,1.176318,2108190702096,59657815104,5071570479360,14838,14838
14839,9c8d3c2h,9832 (ss),(93)82,24,42.156324,41.400283,1.512083,2099644526688,76686358272,5071570479360,14839,14839
14840,Jc8c2d2c,J822 (3s),(J82)2,12,42.156014,41.81905,0.673928,1060441291500,17089365456,2535785239680,14840,14840
14841,Kc6d3c2h,K632 (ss),(K3)62,24,42.152806,41.565069,1.175474,2108001764136,59615012736,5071570479360,14841,14841
14842,Kc9c4c2c,K942 (m),(K942),4,42.148763,41.441497,1.414531,350289125528,11956491504,845261746560,14842,14842
14843,8c3d2d2c,8322 (ds),(82)(32),12,42.143892,41.96584,0.356103,1064163580440,9030011388,2535785239680,14843,14843
14844,Kc8d4c2c,K842 (3s),(K42)8,12,42.14115,41.470298,1.341704,1051597691100,34022743212,2535785239680,14844,14844
14845,6c5d2h2d,6522 (ss),6(52)2,24,42.139627,41.726239,0.826776,2116175620152,41930552280,5071570479360,14845,14845
14846,9c8d4c3c,9843 (3s),(943)8,12,42.137158,41.356391,1.561535,1048709253864,39597176712,2535785239680,14846,14846
14847,7c4d3h3d,7433 (ss),7(43)3,24,42.134317,41.817786,0.633062,2120818476888,32106165480,5071570479360,14847,14847
14848,Kc6c2h2d,K622 (ss),(K6)22,12,42.122721,41.875379,0.494684,1061869682748,12544125864,2535785239680,14848,14848
14849,8c4h4d2d,8442 (ss),8(42)4,24,42.121822,41.871868,0.499906,2123561310312,25353110472,5071570479360,14849,14849
14850,8c7c5d2c,8752 (3s),(872)5,12,42.121613,41.352842,1.537543,1048619263428,38988786276,2535785239680,14850,14850
14851,9c7d2h2d,9722 (ss),9(72)2,24,42.116077,41.751501,0.729152,2117456808264,36979449864,5071570479360,14851,14851
14852,9c6d2h2c,9622 (ss),(92)62,24,42.114392,41.78696,0.654864,2119255107120,33211898736,5071570479360,14852,14852
14853,Qc5c4c3c,Q543 (m),(Q543),4,42.110834,41.379155,1.463359,349762164188,12369211092,845261746560,14853,14853
14854,Jc7c5c2d,J752 (3s),(J75)2,12,42.104322,41.37879,1.451064,1049277260016,36795859668,2535785239680,14854,14854
14855,8c7d5c2c,8752 (3s),(852)7,12,42.102415,41.332486,1.539859,1048103074944,39047512416,2535785239680,14855,14855
14856,Qc7c4c3d,Q743 (3s),(Q74)3,12,42.101505,41.429159,1.344691,1050554499732,34098481980,2535785239680,14856,14856
14857,8c5d2h2c,8522 (ss),(82)52,24,42.101373,41.747538,0.707669,2117255810568,35889941352,5071570479360,14857,14857
14858,Kc5d3d2h,K532 (ss),K(53)2,24,42.099623,41.461488,1.276271,2102748588864,64726965504,5071570479360,14858,14858
14859,Kc8d4d3d,K843 (3s),K(843),12,42.09819,41.40936,1.377658,1050052447956,34934458452,2535785239680,14859,14859
14860,Qc7c4d3c,Q743 (3s),(Q73)4,12,42.09654,41.423749,1.345582,1050417314988,34121068872,2535785239680,14860,14860
14861,Kc5d3h2d,K532 (ss),K(52)3,24,42.093702,41.455027,1.27735,2102420915904,64781686704,5071570479360,14861,14861
14862,4d4c3s3h,4433 (r),4433,6,42.09208,41.89601,0.392139,531196425000,4971897828,1267892619840,14862,14862
14863,Tc6c5c3d,T653 (3s),(T65)3,12,42.090708,41.377623,1.42617,1049247659340,36164607852,2535785239680,14863,14863
14864,Qc9c4c2c,Q942 (m),(Q942),4,42.089995,41.352199,1.475591,349534322632,12472602888,845261746560,14864,14864
14865,Kc5d3h2h,K532 (ss),K5(32),24,42.089294,41.450517,1.277555,2102192164632,64792105176,5071570479360,14865,14865
14866,Kc4d2h2d,K422 (ss),K(42)2,24,42.080935,41.810507,0.540857,2120449323264,27429923736,5071570479360,14866,14866
14867,Tc6c5d3c,T653 (3s),(T63)5,12,42.080531,41.366812,1.427438,1048973508312,36196771416,2535785239680,14867,14867
14868,9c8d4d3d,9843 (3s),9(843),12,42.080463,41.299678,1.56157,1047271134396,39598072620,2535785239680,14868,14868
14869,6c5h5d2s,6552 (r),6552,12,42.080114,41.689659,0.780911,1057160211408,19802227800,2535785239680,14869,14869
14870,Qc6h6d2s,Q662 (r),Q662,12,42.079048,41.885887,0.386322,1062136132212,9796292748,2535785239680,14870,14870
14871,Qc7d4c3c,Q743 (3s),(Q43)7,12,42.077895,41.405413,1.344964,1049952344940,34105401360,2535785239680,14871,14871
14872,Jc6d4s4h,J644 (r),J644,12,42.077658,41.729793,0.695729,1058177941452,17642199228,2535785239680,14872,14872
14873,Qc9d4h3s,Q943 (r),Q943,24,42.077552,41.202039,1.751025,2089590471888,88804479312,5071570479360,14873,14873
14874,Tc7c5d2h,T752 (ss),(T7)52,24,42.076996,41.379489,1.395015,2098589935560,70749156624,5071570479360,14874,14874
14875,Qc9d3s3h,Q933 (r),Q933,12,42.075536,41.67076,0.809552,1056680979048,20528495820,2535785239680,14875,14875
14876,Tc6d5c3c,T653 (3s),(T53)6,12,42.072577,41.358943,1.427267,1048773973188,36192438504,2535785239680,14876,14876
14877,Qc3d3c2h,Q332 (ss),(Q3)32,24,42.067237,41.867022,0.400429,2123315546064,20308026840,5071570479360,14877,14877
14878,Jc6d5d2h,J652 (ss),J(65)2,24,42.063255,41.37589,1.374729,2098407443544,69720362256,5071570479360,14878,14878
14879,8c7d5d2d,8752 (3s),8(752),12,42.062941,41.293736,1.53841,1047120464580,39010764444,2535785239680,14879,14879
14880,5c4d4c2c,5442 (3s),(542)4,12,42.061895,41.703755,0.716282,1057517654016,18163365384,2535785239680,14880,14880
14881,9c8d3h2d,9832 (ss),9(82)3,24,42.061242,41.305106,1.512272,2094817540752,76695946032,5071570479360,14881,14881
14882,Jc7c5d2c,J752 (3s),(J72)5,12,42.058421,41.332794,1.451253,1048110894732,36800670960,2535785239680,14882,14882
14883,9c8d3d2h,9832 (ss),9(83)2,24,42.055332,41.299286,1.512092,2094522378696,76686797472,5071570479360,14883,14883
14884,Kc3h3d2d,K332 (ss),K(32)3,24,42.052848,41.850019,0.405658,2122453231728,20573233176,5071570479360,14884,14884
14885,6c4h4d2c,6442 (ss),(62)44,12,42.052541,41.750094,0.604895,1058692711944,15338836524,2535785239680,14885,14885
14886,8c6c5c2d,8652 (3s),(865)2,12,42.047378,41.315674,1.46341,1047676752372,37108926804,2535785239680,14886,14886
14887,Jc7d5c2c,J752 (3s),(J52)7,12,42.036201,41.310047,1.452309,1047534062076,36827433084,2535785239680,14887,14887
14888,QcJd7h2s,QJ72 (r),QJ72,24,42.035805,41.186569,1.698472,2088805858920,86139205440,5071570479360,14888,14888
14889,8c5h5d3s,8553 (r),8553,12,42.030844,41.686009,0.68967,1057067662044,17488560936,2535785239680,14889,14889
14890,Kc7d4d2h,K742 (ss),K(74)2,24,42.030544,41.384468,1.292152,2098842467184,65532387408,5071570479360,14890,14890
14891,Tc5d4s4h,T544 (r),T544,12,42.028906,41.653321,0.75117,1056238759512,19048050612,2535785239680,14891,14891
14892,Tc7d5h4s,T754 (r),T754,24,42.023923,41.142678,1.76249,2086579922184,89385944568,5071570479360,14892,14892
14893,Jc6c5c3c,J653 (m),(J653),4,42.020624,41.279052,1.483145,348916032872,12536460444,845261746560,14893,14893
14894,Jc6d5h2d,J652 (ss),J(62)5,24,42.019597,41.331733,1.375727,2096167973424,69770974440,5071570479360,14894,14894
14895,Tc7d5c2h,T752 (ss),(T5)72,24,42.018195,41.320057,1.396275,2095575832992,70813087536,5071570479360,14895,14895
14896,9h9d9c7s,9997 (r),9997,4,42.017734,41.926583,0.182302,354389365468,1540932076,845261746560,14896,14896
14897,Kc9d4h3s,K943 (r),K943,24,42.014751,41.174792,1.679919,2088208592352,85198273032,5071570479360,14897,14897
14898,Ac8d4h3s,A843 (r),A843,24,42.01279,41.210356,1.604867,2090012263872,81391940736,5071570479360,14898,14898
14899,Tc7d5h2c,T752 (ss),(T2)75,24,42.004728,41.306567,1.396321,2094891676728,70815402144,5071570479360,14899,14899
14900,Jc8c4c3c,J843 (m),(J843),4,42.002554,41.244236,1.516636,348621747672,12819545520,845261746560,14900,14900
14901,Tc8c3d2h,T832 (ss),(T8)32,24,42.002408,41.294498,1.41582,2094279592752,71804302944,5071570479360,14901,14901
14902,8c7c6c2d,8762 (3s),(876)2,12,42.002279,41.258457,1.487644,1046225857824,37723455708,2535785239680,14902,14902
14903,Kc7d4h2d,K742 (ss),K(72)4,24,42.000087,41.354016,1.292144,2097298047936,65531972880,5071570479360,14903,14903
14904,9c7c5c2d,9752 (3s),(975)2,12,41.998687,41.258057,1.481259,1046215729104,37561559232,2535785239680,14904,14904
14905,8c7c2d2c,8722 (3s),(872)2,12,41.995484,41.563081,0.864808,1053950464992,21929661528,2535785239680,14905,14905
14906,9c7c4d3c,9743 (3s),(973)4,12,41.995416,41.2543,1.482233,1046120446128,37586249292,2535785239680,14906,14906
14907,Qc4d2h2c,Q422 (ss),(Q2)42,24,41.993742,41.746446,0.494594,2117200406760,25083660336,5071570479360,14907,14907
14908,9c7c6c2d,9762 (3s),(976)2,12,41.993102,41.272077,1.44205,1046571234816,36567302460,2535785239680,14908,14908
14909,Jc6d5h2h,J652 (ss),J6(52),24,41.992536,41.304856,1.375359,2094804889296,69752293656,5071570479360,14909,14909
14910,9c7c4c3d,9743 (3s),(974)3,12,41.99129,41.250592,1.481397,1046026421748,37565035968,2535785239680,14910,14910
14911,Jc8d5h3s,J853 (r),J853,24,41.984634,41.091918,1.785432,2084005603272,90549435096,5071570479360,14911,14911
14912,Ac8d3d2d,A832 (3s),A(832),12,41.977556,41.304248,1.346615,1047387028296,34147259100,2535785239680,14912,14912
14913,8c7h7d7c,8777 (ss),(87)77,12,41.974232,41.850992,0.246481,1061251265964,6250224300,2535785239680,14913,14913
14914,Jc7d6h4s,J764 (r),J764,24,41.972281,41.139638,1.665284,2086425756768,84456073368,5071570479360,14914,14914
14915,Qc8d5h3s,Q853 (r),Q853,24,41.957532,41.103451,1.708162,2084590471608,86630625456,5071570479360,14915,14915
14916,Qc5c4c2d,Q542 (3s),(Q54)2,12,41.957453,41.271398,1.372111,1046554020480,34793780424,2535785239680,14916,14916
14917,8c6c5d2c,8652 (3s),(862)5,12,41.956668,41.225211,1.462914,1045382803068,37096359240,2535785239680,14917,14917
14918,Qc8d4d2d,Q842 (3s),Q(842),12,41.953137,41.248168,1.409938,1045964950572,35753003460,2535785239680,14918,14918
14919,5c4c3h3d,5433 (ss),(54)33,12,41.952658,41.552161,0.800995,1053673566984,20311507800,2535785239680,14919,14919
14920,8c6d5c2c,8652 (3s),(852)6,12,41.951976,41.220129,1.463694,1045253956740,37116127728,2535785239680,14920,14920
14921,9c7d4c3c,9743 (3s),(943)7,12,41.951707,41.210296,1.482822,1045004605824,37601190180,2535785239680,14921,14921
14922,8c6c2h2d,8622 (ss),(86)22,12,41.949728,41.557553,0.784351,1053810290436,19889449548,2535785239680,14922,14922
14923,9c4d3h3c,9433 (ss),(93)43,24,41.948508,41.681292,0.534431,2113896120000,27104040936,5071570479360,14923,14923
14924,7c6c5d2h,7652 (ss),(76)52,24,41.948338,41.230717,1.435242,2091044868000,72789316488,5071570479360,14924,14924
14925,Qc5d4c2c,Q542 (3s),(Q42)5,12,41.94414,41.257202,1.373877,1046194026024,34838569440,2535785239680,14925,14925
14926,Qc5c4d2c,Q542 (3s),(Q52)4,12,41.940417,41.253645,1.373543,1046103847992,34830110148,2535785239680,14926,14926
14927,Ac5c3c2c,A532 (m),(A532),4,41.934368,41.2374,1.393937,348563963448,11782415748,845261746560,14927,14927
14928,Qc7c5c2d,Q752 (3s),(Q75)2,12,41.932282,41.241213,1.382137,1045788599976,35048018568,2535785239680,14928,14928
14929,7c6d5c2h,7652 (ss),(75)62,24,41.931059,41.213133,1.435852,2090153087256,72820241496,5071570479360,14929,14929
14930,9c7c5d2c,9752 (3s),(972)5,12,41.930592,41.190044,1.481096,1044491044344,37557421788,2535785239680,14930,14930
14931,Tc4c3h3d,T433 (ss),(T4)33,12,41.928972,41.64651,0.564924,1056066055236,14325265416,2535785239680,14931,14931
14932,8c7d6h4s,8764 (r),8764,24,41.925491,41.039584,1.771813,2081351425896,89858761920,5071570479360,14932,14932
14933,Jc9d7h2s,J972 (r),J972,24,41.92363,41.080898,1.685464,2083446687840,85479517464,5071570479360,14933,14933
14934,Tc6d5d3d,T653 (3s),T(653),12,41.918264,41.202458,1.43161,1044805856448,36302564460,2535785239680,14934,14934
14935,8c5d2h2d,8522 (ss),8(52)2,24,41.918259,41.564161,0.708195,2107955740944,35916631968,5071570479360,14935,14935
14936,5d5c3c2c,5532 (3s),(532)5,12,41.91455,41.594104,0.640893,1054737139104,16251671256,2535785239680,14936,14936
14937,8c6d5d2d,8652 (3s),8(652),12,41.91372,41.181941,1.463559,1044285568800,37112704968,2535785239680,14937,14937
14938,Kc5c3c2d,K532 (3s),(K53)2,12,41.910213,41.271605,1.277216,1046559261636,32387442660,2535785239680,14938,14938
14939,9c6c4d3h,9643 (ss),(96)43,24,41.909195,41.226761,1.364867,2090844258816,69220204800,5071570479360,14939,14939
14940,Qc7d6d2d,Q762 (3s),Q(762),12,41.908677,41.204698,1.407959,1044862639608,35702806164,2535785239680,14940,14940
14941,Kc5d3c2c,K532 (3s),(K32)5,12,41.908191,41.268915,1.278551,1046491060752,32421297912,2535785239680,14941,14941
14942,Kc5c3d2c,K532 (3s),(K52)3,12,41.907421,41.268278,1.278285,1046474912352,32414566668,2535785239680,14942,14942
14943,Qc6c5c2c,Q652 (m),(Q652),4,41.905082,41.182519,1.445126,348100077044,12215096952,845261746560,14943,14943
14944,9c7d5c2c,9752 (3s),(952)7,12,41.904659,41.163005,1.483308,1043805416520,37613499336,2535785239680,14944,14944
14945,Tc8d3h2c,T832 (ss),(T2)83,24,41.897696,41.189102,1.417189,2088934320840,71873721000,5071570479360,14945,14945
14946,Tc8d3c2h,T832 (ss),(T3)82,24,41.894948,41.186344,1.417208,2088794475288,71874723168,5071570479360,14946,14946
14947,7c6d5d2h,7652 (ss),7(65)2,24,41.894326,41.17707,1.434513,2088324104712,72752349192,5071570479360,14947,14947
14948,Kc7d4h2h,K742 (ss),K7(42),24,41.890934,41.244663,1.292543,2091752158968,65552205696,5071570479360,14948,14948
14949,Qc7c5d2c,Q752 (3s),(Q72)5,12,41.888001,41.196764,1.382473,1044661469280,35056558224,2535785239680,14949,14949
14950,9c6d4h3c,9643 (ss),(93)64,24,41.882796,41.199917,1.365758,2089482813024,69265361544,5071570479360,14950,14950
14951,6d6c4h2s,6642 (r),6642,12,41.882417,41.524971,0.714892,1052984089572,18128115156,2535785239680,14951,14951
14952,9c6d4c3h,9643 (ss),(94)63,24,41.874865,41.19253,1.364671,2089108167960,69210234240,5071570479360,14952,14952
14953,9c7d4d3d,9743 (3s),9(743),12,41.872282,41.130193,1.484177,1042973372748,37635549840,2535785239680,14953,14953
14954,Qc7d5c2c,Q752 (3s),(Q52)7,12,41.8717,41.180164,1.383071,1044240531948,35071707132,2535785239680,14954,14954
14955,9c7d5h4s,9754 (r),9754,24,41.868362,40.982693,1.771339,2078466148272,89834718264,5071570479360,14955,14955
14956,9c7c6d2c,9762 (3s),(972)6,12,41.862661,41.142275,1.440772,1043279730816,36534888756,2535785239680,14956,14956
14957,9c6d2h2d,9622 (ss),9(62)2,24,41.861492,41.533463,0.656058,2106398836536,33272458872,5071570479360,14957,14957
14958,7c4d4c2h,7442 (ss),(74)42,24,41.860662,41.607417,0.50649,2110149458424,25686993168,5071570479360,14958,14958
14959,8c5h5d2s,8552 (r),8552,12,41.859911,41.523508,0.672805,1052946994956,17060889360,2535785239680,14959,14959
14960,9c7d6c2c,9762 (3s),(962)7,12,41.858592,41.137113,1.442959,1043148836556,36590333772,2535785239680,14960,14960
14961,Kc5d3s3h,K533 (r),K533,12,41.85532,41.49312,0.724401,1052176415340,18369245292,2535785239680,14961,14961
14962,Qc5c2h2d,Q522 (ss),(Q5)22,12,41.853743,41.589037,0.529411,1054608670008,13424722836,2535785239680,14962,14962
14963,Jc4d4c2c,J442 (3s),(J42)4,12,41.85335,41.646484,0.413731,1056065396472,10491332280,2535785239680,14963,14963
14964,9c8d3h2h,9832 (ss),98(32),24,41.851831,41.094988,1.513686,2084161292400,76767640008,5071570479360,14964,14964
14965,Tc4d3d2c,T432 (ds),(T2)(43),12,41.848811,41.352358,0.992906,1048606991232,25177972476,2535785239680,14965,14965
14966,8c7c6d2c,8762 (3s),(872)6,12,41.844591,41.102176,1.48483,1042262912628,37652104668,2535785239680,14966,14966
14967,Ac8d3s3h,A833 (r),A833,12,41.842886,41.518834,0.648105,1052828462364,16434541164,2535785239680,14967,14967
14968,8c7d6c2c,8762 (3s),(862)7,12,41.842642,41.099162,1.48696,1042186490460,37706107356,2535785239680,14968,14968
14969,Tc4c3d2d,T432 (ds),(T4)(32),12,41.840446,41.343956,0.99298,1048393923264,25179844872,2535785239680,14969,14969
14970,Kc4c2d2c,K422 (3s),(K42)2,12,41.839918,41.569867,0.540103,1054122547488,13695840840,2535785239680,14970,14970
14971,Tc4d3c2d,T432 (ds),(T3)(42),12,41.837737,41.341252,0.99297,1048325370504,25179596112,2535785239680,14971,14971
14972,Jc9c3c2c,J932 (m),(J932),4,41.837175,41.064785,1.54478,347104917168,13057430772,845261746560,14972,14972
14973,6c4c3h3d,6433 (ss),(64)33,12,41.836398,41.488214,0.696367,1052052008232,17658372288,2535785239680,14973,14973
