rank,hand,combos,equity_pct,std_error_pp,samples,rank_low,rank_high
121,94s,4,21.35298,0.00087,2674378685,121,121
122,86o,12,21.21757,0.00094,8023105012,122,122
123,T6o,12,21.19762,0.00109,8023149756,123,123
124,53s,4,21.16618,0.00086,2674386025,124,124
125,96o,12,21.05323,0.001,8023082260,125,125
126,93s,4,20.88349,0.00094,2674401073,126,126
127,Q3o,12,20.83982,0.0011,8023157247,127,127
128,J5o,12,20.72983,0.00088,8023091260,128,128
129,63s,4,20.48281,0.00072,2674379162,129,129
130,43s,4,20.40509,0.00092,2674377759,130,130
131,92s,4,20.2785,0.00091,2674372247,131,131
132,Q2o,12,20.12406,0.00115,8023070176,132,132
133,73s,4,20.07766,0.00067,2674396085,133,133
134,J4o,12,19.97646,0.001,8023115631,134,134
135,65o,12,19.95338,0.00087,8023061116,135,135
136,83s,4,19.82424,0.00084,2674413756,136,136
137,75o,12,19.65622,0.00084,8023078979,137,137
138,52s,4,19.5294,0.00086,2674378161,138,138
139,82s,4,19.37459,0.00095,2674407968,139,139
140,85o,12,19.33541,0.00072,8023172651,140,140
141,T5o,12,19.2989,0.00099,8023181027,141,141
142,J3o,12,19.26077,0.00082,8023156801,142,142
143,95o,12,19.13336,0.00109,8023176551,143,143
144,42s,4,18.89612,0.00114,2674375430,144,144
145,54o,12,18.86748,0.00085,8023083781,145,145
146,62s,4,18.82795,0.00082,2674364746,146,146
147,T4o,12,18.72507,0.00109,8023177755,147,147
148,J2o,12,18.56127,0.001,8023130406,148,148
149,72s,4,18.46729,0.00081,2674397830,149,149
150,64o,12,18.25531,0.00069,8023024671,150,150
151,32s,4,18.15737,0.00085,2674412789,151,151
152,T3o,12,18.02462,0.0009,8023260189,152,152
153,74o,12,17.81947,0.00096,8023079931,153,153
154,84o,12,17.46729,0.00066,8023123453,154,154
155,T2o,12,17.33766,0.00097,8023226514,155,155
156,94o,12,17.30009,0.0009,8023146695,156,156
157,53o,12,17.20944,0.00085,8023195795,157,157
158,93o,12,16.77029,0.0008,8023188087,158,158
159,63o,12,16.45696,0.00087,8023136048,159,159
160,43o,12,16.39716,0.00088,8023139388,160,160
161,92o,12,16.0967,0.00091,8023189132,161,161
162,73o,12,15.99615,0.00082,8023207321,162,162
163,83o,12,15.68766,0.00092,8023248712,163,163
164,52o,12,15.43609,0.0008,8023129777,164,164
165,82o,12,15.18062,0.00083,8023207307,165,165
166,42o,12,14.76191,0.00106,8023127626,166,166
167,62o,12,14.66381,0.00077,8023069956,167,167
168,72o,12,14.25061,0.00065,8023110126,168,168
169,32o,12,13.96639,0.00087,8023225174,169,169
