rank,hand,combos,equity_pct,std_error_pp,samples,rank_low,rank_high
97,95s,4,13.91153,0.00062,2686868531,97,97
98,K7o,12,13.86589,0.0004,8060693889,98,98
99,A2o,12,13.76062,0.00071,8060907789,99,99
100,J2s,4,13.7549,0.00068,2686949789,100,100
101,53s,4,13.74793,0.00063,2686900028,101,101
102,T4s,4,13.60987,0.00053,2686926889,102,102
103,74s,4,13.57876,0.00056,2686946651,103,103
104,T3s,4,13.30872,0.00076,2686921602,104,104
105,K6o,12,13.24904,0.00054,8060581419,105,105
106,43s,4,13.2056,0.00054,2686944067,106,106
107,84s,4,13.05729,0.00074,2686916946,107,107
108,87o,12,13.03166,0.00066,8060857656,108,109
109,T2s,4,13.0301,0.00074,2687005358,108,109
110,63s,4,12.95415,0.00058,2686916679,110,110
111,97o,12,12.79208,0.00075,8060766575,111,111
112,K5o,12,12.76111,0.00069,8060579257,112,112
113,94s,4,12.74389,0.00072,2686893507,113,113
114,T7o,12,12.70131,0.00057,8060845850,114,114
115,52s,4,12.56136,0.00051,2686935558,115,115
116,Q7o,12,12.49798,0.00046,8060841278,116,116
117,93s,4,12.47116,0.00075,2686895500,117,117
118,J7o,12,12.43258,0.00063,8060730888,118,118
119,73s,4,12.35552,0.00066,2686934178,119,119
120,K4o,12,12.33145,0.00058,8060662291,120,120
121,42s,4,12.21215,0.00055,2686997033,121,121
122,92s,4,12.19832,0.00065,2687001537,122,122
123,76o,12,12.14865,0.00042,8060705099,123,123
124,Q6o,12,11.96282,0.00057,8060700269,124,124
125,K3o,12,11.95902,0.00055,8060738630,125,125
126,83s,4,11.93679,0.00053,2686978898,126,126
127,86o,12,11.78458,0.00057,8060705736,127,127
128,62s,4,11.75593,0.00063,2686940200,128,128
129,32s,4,11.71164,0.00061,2687008598,129,129
130,82s,4,11.68644,0.00057,2686996679,130,130
131,K2o,12,11.61302,0.00061,8060801338,131,131
132,Q5o,12,11.50653,0.00066,8060713622,132,132
133,65o,12,11.46044,0.0006,8060611403,133,133
134,96o,12,11.32175,0.00076,8060699086,134,134
135,72s,4,11.26505,0.00039,2686970588,135,135
136,T6o,12,11.16939,0.00079,8060659008,136,136
137,Q4o,12,11.09636,0.00071,8060807547,137,137
138,75o,12,11.00862,0.0005,8060749156,138,138
139,54o,12,10.99688,0.0007,8060676136,139,139
140,J6o,12,10.96959,0.00061,8060704660,140,140
141,Q3o,12,10.73599,0.00082,8060817283,141,141
142,J5o,12,10.57234,0.00072,8060706160,142,142
143,85o,12,10.42827,0.00058,8060802116,143,143
144,Q2o,12,10.4017,0.0006,8060984143,144,144
145,64o,12,10.32715,0.00054,8060646976,145,145
146,J4o,12,10.17698,0.00054,8060739715,146,146
147,95o,12,9.92505,0.00066,8060679757,147,147
148,53o,12,9.89796,0.00047,8060715448,148,148
149,T5o,12,9.85329,0.00054,8060749144,149,149
150,J3o,12,9.8283,0.00063,8060785828,150,150
151,74o,12,9.67137,0.00057,8060771550,151,151
152,J2o,12,9.50485,0.00055,8060916701,152,152
153,T4o,12,9.49493,0.00049,8060795592,153,153
154,43o,12,9.32522,0.00045,8060749591,154,154
155,T3o,12,9.15508,0.00069,8060862633,155,155
156,84o,12,9.06193,0.00058,8060798735,156,156
157,63o,12,9.02784,0.00058,8060720323,157,157
158,T2o,12,8.84229,0.00054,8060935128,158,158
159,94o,12,8.65677,0.0006,8060717876,159,159
160,52o,12,8.62183,0.00041,8060858174,160,160
161,73o,12,8.35005,0.0005,8060757936,161,161
162,93o,12,8.34508,0.00059,8060726076,162,162
163,42o,12,8.25628,0.00056,8060910513,163,163
164,92o,12,8.03767,0.00068,8060892699,164,164
165,83o,12,7.84906,0.00064,8060837140,165,165
166,62o,12,7.73726,0.00054,8060812505,166,166
167,32o,12,7.7124,0.00047,8060880016,167,167
168,82o,12,7.56507,0.00057,8060973826,168,168
169,72o,12,7.17365,0.00034,8060925515,169,169
